property_master_id,derived_age_years,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_locality_price_premium,derived_accessibility_score,derived_amenity_score,derived_hpi_growth,derived_local_price_growth,derived_rent_per_sqft,derived_rental_yield,derived_school_access,derived_hospital_access,derived_metro_access,derived_transit_density,derived_age_years_log1p,derived_area_per_bhk_log1p,derived_locality_price_premium_log1p,derived_amenity_score_log1p,derived_rent_per_sqft_log1p,derived_rental_yield_log1p,derived_school_access_log1p,derived_hospital_access_log1p,derived_metro_access_log1p,derived_city_locality,derived_market_regime
PROP-A67AF6F45D75,9.5,645.75,1.0,0.833,0.929,1.0,12.3,2.0,9.52,3.06,0.0,0.0,0.299,0.105,0.11,1.0,2.3514,6.472,0.6931,1.0986,0.0,0.0,0.2616,0.0998,0.1044,Chennai_Kanathur Reddikuppam,Growth
PROP-0CEEF405400A,9.5,700.0,0.6,0.071,0.5,1.0,12.2,0.0,0.0,0.0,0.0,0.0,0.128,0.164,0.143,0.0,2.3514,6.5525,0.6931,0.0,0.0,0.0,0.1204,0.1519,0.1337,Chennai_Pozhichalur,Declining
PROP-4B8E10586D59,9.5,440.0,1.0,0.833,0.5,1.0,24.2,0.0,1.55,1.79,0.0,0.0,0.413,0.171,0.184,0.0,2.3514,6.089,0.6931,0.0,0.0,0.0,0.3457,0.1579,0.1689,Chennai_West Tambaram,Stable
PROP-86A88A187027,9.5,607.14,0.71,0.833,0.5,1.0,34.0,2.0,6.92,1.24,0.0,0.0,0.262,0.226,1.199,1.0,2.3514,6.4104,0.6931,1.0986,0.0,0.0,0.2327,0.2038,0.788,Chennai_Triplicane,Growth
PROP-A18A49EE0073,9.5,480.0,1.5,0.833,0.5,1.0,3.7,0.0,7.64,2.01,0.0,0.0,0.089,0.08,0.075,0.0,2.3514,6.1759,0.6931,0.0,0.0,0.0,0.0853,0.077,0.0723,Chennai_Avadi,Growth
PROP-FC082F802744,9.5,470.0,1.5,0.833,1.0,1.0,7.1,2.0,10.98,3.14,0.0,0.0,0.206,0.084,0.08,1.0,2.3514,6.1549,0.6931,1.0986,0.0,0.0,0.1873,0.0807,0.077,Chennai_Siruseri,Growth
PROP-F9C90503CA0E,9.5,440.0,1.5,0.833,0.333,1.0,16.5,0.0,12.63,3.46,0.0,0.0,0.357,0.169,0.075,0.0,2.3514,6.089,0.6931,0.0,0.0,0.0,0.3053,0.1561,0.0723,Chennai_Sembakkam,Growth
PROP-8030B24C5122,9.5,566.67,1.0,0.833,0.5,1.0,45.9,0.0,0.0,1.85,0.0,0.0,0.433,0.236,1.453,0.0,2.3514,6.3415,0.6931,0.0,0.0,0.0,0.3598,0.2119,0.8973,Chennai_Mahindra World City,Declining
PROP-740BEA1D26C7,9.5,420.0,1.5,0.833,0.0,1.0,24.2,0.0,1.77,-0.7,0.0,0.0,0.413,0.171,0.184,0.0,2.3514,6.0426,0.6931,0.0,0.0,0.0,0.3457,0.1579,0.1689,Chennai_West Tambaram,Stable
PROP-57D7E7126783,9.5,535.0,2.0,0.833,0.5,1.0,29.3,0.0,12.63,3.46,0.0,0.0,0.321,0.264,0.42,0.0,2.3514,6.2841,0.6931,0.0,0.0,0.0,0.2784,0.2343,0.3507,Chennai_Chromepet,Growth
PROP-F4ACF6362C46,9.5,581.0,2.0,0.833,0.5,1.0,45.9,0.0,1.55,1.79,0.0,0.0,0.433,0.236,1.453,0.0,2.3514,6.3665,0.6931,0.0,0.0,0.0,0.3598,0.2119,0.8973,Chennai_Mahindra World City,Stable
PROP-A7B4990CB17F,9.5,481.33,1.0,0.833,0.5,1.0,44.9,5.0,0.0,1.36,0.0,0.0,0.294,0.512,0.453,1.0,2.3514,6.1786,0.6931,1.7918,0.0,0.0,0.2577,0.4134,0.3736,Chennai_Pallikaranai,Declining
PROP-6A8F2CA5D4A7,9.5,1000.0,0.17,0.833,0.5,1.0,25.5,7.0,0.0,1.85,0.0,0.0,0.266,0.201,0.235,2.0,2.3514,6.9088,0.6931,2.0794,0.0,0.0,0.2359,0.1832,0.2111,Chennai_West Mambalam,Declining
PROP-3EF538C2BB00,9.5,439.0,1.5,0.833,0.5,1.0,11.3,0.0,12.72,2.5,0.0,0.0,0.138,0.095,0.092,0.0,2.3514,6.0868,0.6931,0.0,0.0,0.0,0.1293,0.0908,0.088,Chennai_Ashok Nagar,Growth
PROP-106DAED671B6,9.5,472.0,1.5,0.833,0.5,1.0,28.2,1.0,0.0,1.36,0.0,0.0,0.359,0.36,0.186,0.0,2.3514,6.1591,0.6931,0.6931,0.0,0.0,0.3067,0.3075,0.1706,Chennai_Madambakkam,Declining
PROP-D5F1834163A7,9.5,439.0,1.0,0.833,1.0,1.0,8.7,0.0,6.95,1.68,0.0,0.0,0.195,0.122,0.132,0.0,2.3514,6.0868,0.6931,0.0,0.0,0.0,0.1781,0.1151,0.124,Chennai_Perungalathur,Growth
PROP-FDCB07611F18,9.5,410.0,1.5,0.833,1.0,1.0,38.7,9.0,7.64,2.01,0.0,0.0,0.587,0.258,0.278,3.0,2.3514,6.0186,0.6931,2.3026,0.0,0.0,0.4618,0.2295,0.2453,Chennai_Padappai,Growth
PROP-A74166BFD422,9.5,552.67,1.0,0.833,1.0,1.0,45.0,6.0,12.63,3.46,0.0,0.0,0.384,0.737,0.45,3.0,2.3514,6.3166,0.6931,1.9459,0.0,0.0,0.325,0.5522,0.3716,Chennai_Nungambakkam,Growth
PROP-48E47A79C626,9.5,1050.0,1.25,0.833,0.333,1.0,33.5,4.0,7.64,2.01,0.0,0.0,0.523,1.182,0.1,2.0,2.3514,6.9575,0.6931,1.6094,0.0,0.0,0.4207,0.7802,0.0953,Chennai_Muttukadu,Growth
PROP-EEA71AC853AB,9.5,1419.0,2.0,0.833,0.5,1.0,12.2,0.0,6.95,1.68,0.0,0.0,0.128,0.164,0.143,0.0,2.3514,7.2584,0.6931,0.0,0.0,0.0,0.1204,0.1519,0.1337,Chennai_Pozhichalur,Growth
PROP-51F742AC064B,9.5,522.0,1.0,0.833,0.5,1.0,16.0,1.0,2.26,1.95,0.0,0.0,0.146,0.266,0.136,0.0,2.3514,6.2596,0.6931,0.6931,0.0,0.0,0.1363,0.2359,0.1275,Chennai_Kolapakkam - Vandalur,Stable
PROP-C1CA5D2867CF,9.5,587.5,1.0,0.833,0.5,1.0,3.3,0.0,0.0,1.36,0.0,0.0,0.129,0.076,0.12,0.0,2.3514,6.3776,0.6931,0.0,0.0,0.0,0.1213,0.0733,0.1133,Chennai_Thiruverkkadu,Declining
PROP-B129E7EC2D5F,9.5,434.0,1.5,0.833,1.0,1.0,7.0,0.0,5.53,2.41,0.0,0.0,0.087,0.066,0.149,0.0,2.3514,6.0753,0.6931,0.0,0.0,0.0,0.0834,0.0639,0.1389,Chennai_Ayappakkam,Growth
PROP-B10588A6BCFE,9.5,463.0,1.5,0.833,0.5,1.0,28.5,1.0,5.53,2.41,0.0,0.0,0.447,0.253,0.269,0.0,2.3514,6.1399,0.6931,0.6931,0.0,0.0,0.3695,0.2255,0.2382,Chennai_Choolaimedu,Growth
PROP-562DA83E6F5E,9.5,545.0,1.5,0.833,0.333,1.0,18.6,0.0,12.72,2.5,0.0,0.0,0.206,0.276,0.172,0.0,2.3514,6.3026,0.6931,0.0,0.0,0.0,0.1873,0.2437,0.1587,Chennai_Saidapet,Growth
PROP-C8ABEEADCA06,9.5,435.67,1.0,0.833,0.5,1.0,6.2,3.0,1.55,1.79,0.0,0.0,0.127,0.075,0.078,0.0,2.3514,6.0792,0.6931,1.3863,0.0,0.0,0.1196,0.0723,0.0751,Chennai_Perungudi,Stable
PROP-7AFEE3A48B25,9.5,605.0,2.0,0.833,0.714,1.0,5.7,0.0,0.0,1.51,0.0,0.0,0.173,0.08,0.146,0.0,2.3514,6.4069,0.6931,0.0,0.0,0.0,0.1596,0.077,0.1363,Chennai_Senganmal,Declining
PROP-163A7FCBF545,9.5,483.5,1.5,0.895,0.5,1.0,30.3,3.0,0.0,1.51,0.0,0.0,0.261,0.699,0.196,0.0,2.3514,6.1831,0.6931,1.3863,0.0,0.0,0.2319,0.53,0.179,Chennai_Thirumullaivoyal,Declining
PROP-744E45540410,9.5,586.0,2.0,0.833,0.5,1.0,22.5,2.0,2.26,1.95,0.0,0.0,0.341,0.169,0.206,1.0,2.3514,6.375,0.6931,1.0986,0.0,0.0,0.2934,0.1561,0.1873,Chennai_Kattur,Stable
PROP-43FF1FEED483,9.5,519.0,1.5,0.833,0.5,1.0,36.9,5.0,6.78,1.82,0.0,0.0,0.669,0.202,0.313,1.0,2.3514,6.2538,0.6931,1.7918,0.0,0.0,0.5122,0.184,0.2723,Chennai_Selaiyur,Growth
PROP-61A1E2DA5AD5,9.5,500.0,1.0,0.833,0.75,1.0,43.6,4.0,0.0,0.0,0.0,0.0,0.828,0.447,0.2,2.0,2.3514,6.2166,0.6931,1.6094,0.0,0.0,0.6032,0.3695,0.1823,Chennai_Sholinganallur,Declining
PROP-5A879DF90FF0,9.5,377.67,1.0,0.833,0.5,1.0,33.8,0.0,6.81,1.92,0.0,0.0,0.288,0.256,0.974,0.0,2.3514,5.9367,0.6931,0.0,0.0,0.0,0.2531,0.2279,0.6801,Chennai_Semmancheri,Growth
PROP-20F9393C5B79,9.5,550.0,1.5,0.833,0.5,1.0,25.0,3.0,12.63,3.46,0.0,0.0,0.226,0.342,0.24,0.0,2.3514,6.3117,0.6931,1.3863,0.0,0.0,0.2038,0.2942,0.2151,Chennai_Saligramam,Growth
PROP-024DCA08FBB4,9.5,341.33,1.0,0.833,0.5,1.0,30.3,3.0,4.21,-0.76,0.0,0.0,0.261,0.699,0.196,0.0,2.3514,5.8358,0.6931,1.3863,0.0,0.0,0.2319,0.53,0.179,Chennai_Thirumullaivoyal,Stable
PROP-C0706AAC1468,9.5,502.67,1.0,0.833,0.5,1.0,21.2,0.0,6.78,1.82,0.0,0.0,0.433,0.076,0.124,0.0,2.3514,6.2219,0.6931,0.0,0.0,0.0,0.3598,0.0733,0.1169,Chennai_Sriperumbudur,Growth
PROP-75E290D9B4B1,9.5,594.0,1.0,0.833,0.5,1.0,21.4,2.0,9.52,3.06,0.0,0.0,0.16,0.645,0.09,1.0,2.3514,6.3886,0.6931,1.0986,0.0,0.0,0.1484,0.4977,0.0862,Chennai_Ponmar,Growth
PROP-3282AA5F382C,9.5,500.0,0.8,0.833,0.5,1.0,25.8,0.0,6.95,1.68,0.0,0.0,0.478,0.165,0.183,0.0,2.3514,6.2166,0.6931,0.0,0.0,0.0,0.3907,0.1527,0.1681,Chennai_Virugambakkam,Growth
PROP-4DF17EEDA0FB,9.5,450.0,1.5,0.833,0.5,1.0,34.8,7.0,6.95,1.68,0.0,0.0,0.421,0.267,0.239,2.0,2.3514,6.1115,0.6931,2.0794,0.0,0.0,0.3514,0.2367,0.2143,Chennai_Adyar,Growth
PROP-141C4C451E0C,9.5,537.0,2.0,0.833,0.5,1.0,24.2,0.0,12.63,3.46,0.0,0.0,0.413,0.171,0.184,0.0,2.3514,6.2879,0.6931,0.0,0.0,0.0,0.3457,0.1579,0.1689,Chennai_West Tambaram,Growth
PROP-C1E8167421C6,9.5,646.0,1.5,0.833,0.5,1.0,24.4,0.0,9.52,3.06,0.0,0.0,0.192,0.445,0.225,0.0,2.3514,6.4723,0.6931,0.0,0.0,0.0,0.1756,0.3681,0.2029,Chennai_Kottavakkam,Growth
PROP-008213E4D941,9.5,365.33,1.0,0.833,0.5,1.0,3.3,0.0,6.78,1.82,0.0,0.0,0.129,0.076,0.12,0.0,2.3514,5.9035,0.6931,0.0,0.0,0.0,0.1213,0.0733,0.1133,Chennai_Thiruverkkadu,Growth
PROP-07542049EDCD,9.5,575.0,1.0,0.833,0.5,1.0,12.6,0.0,13.31,3.59,0.0,0.0,0.162,0.195,0.129,0.0,2.3514,6.3561,0.6931,0.0,0.0,0.0,0.1501,0.1781,0.1213,Chennai_Ayanavaram,Growth
PROP-113E49F70FEC,9.5,586.0,2.0,0.833,0.5,1.0,16.5,0.0,0.0,1.36,0.0,0.0,0.357,0.169,0.075,0.0,2.3514,6.375,0.6931,0.0,0.0,0.0,0.3053,0.1561,0.0723,Chennai_Sembakkam,Declining
PROP-AD5970B8725C,9.5,556.0,1.5,0.833,1.0,1.0,13.7,0.0,5.53,2.41,0.0,0.0,0.105,0.22,0.318,0.0,2.3514,6.3226,0.6931,0.0,0.0,0.0,0.0998,0.1989,0.2761,Chennai_Old Pallavaram,Growth
PROP-20C1C3775C99,9.5,560.0,2.0,0.393,0.5,1.0,23.3,3.0,5.53,2.41,0.0,0.0,0.253,0.204,0.155,0.0,2.3514,6.3297,0.6931,1.3863,0.0,0.0,0.2255,0.1856,0.1441,Chennai_Veppampattu,Growth
PROP-B27550B59EF2,9.5,428.0,1.5,0.833,0.5,1.0,25.9,3.0,6.81,1.92,0.0,0.0,0.209,0.316,0.224,0.0,2.3514,6.0615,0.6931,1.3863,0.0,0.0,0.1898,0.2746,0.2021,Chennai_Pammal,Growth
PROP-A9AD15AE4F4B,9.5,539.5,1.5,0.833,0.333,1.0,24.7,2.0,13.31,3.59,0.0,0.0,0.327,0.28,0.251,1.0,2.3514,6.2925,0.6931,1.0986,0.0,0.0,0.2829,0.2469,0.2239,Chennai_Vanagaram,Growth
PROP-968DCB86BB82,9.5,550.0,1.5,0.833,0.5,1.0,11.5,0.0,0.0,0.0,0.0,0.0,0.152,0.111,0.144,0.0,2.3514,6.3117,0.6931,0.0,0.0,0.0,0.1415,0.1053,0.1345,Chennai_Jeth Nagar,Declining
PROP-7E5D68FEA71F,9.5,477.33,1.0,0.833,0.0,1.0,28.2,1.0,4.21,-0.76,0.0,0.0,0.359,0.36,0.186,0.0,2.3514,6.1703,0.6931,0.6931,0.0,0.0,0.3067,0.3075,0.1706,Chennai_Madambakkam,Stable
PROP-44ED17888D48,9.5,466.0,1.5,0.833,0.25,1.0,35.0,7.0,6.95,1.68,0.0,0.0,0.274,0.626,0.181,2.0,2.3514,6.1463,0.6931,2.0794,0.0,0.0,0.2422,0.4861,0.1664,Chennai_Urapakkam,Growth
PROP-81E153A834E7,9.5,500.0,1.0,0.667,0.5,1.0,28.2,1.0,10.98,3.14,0.0,0.0,0.359,0.36,0.186,0.0,2.3514,6.2166,0.6931,0.6931,0.0,0.0,0.3067,0.3075,0.1706,Chennai_Madambakkam,Growth
PROP-A88B26A7F5A1,9.5,600.0,1.5,0.833,0.5,1.0,24.2,0.0,5.53,2.41,0.0,0.0,0.413,0.171,0.184,0.0,2.3514,6.3986,0.6931,0.0,0.0,0.0,0.3457,0.1579,0.1689,Chennai_West Tambaram,Growth
PROP-EE3AB12955E8,9.5,590.0,2.0,0.833,0.5,1.0,41.6,7.0,5.53,2.41,0.0,0.0,0.412,0.498,0.252,3.0,2.3514,6.3818,0.6931,2.0794,0.0,0.0,0.345,0.4041,0.2247,Chennai_Velachery,Growth
PROP-67EBEA3AE062,9.5,392.5,0.75,0.86,1.0,1.0,16.5,0.0,5.53,2.41,0.0,0.0,0.357,0.169,0.075,0.0,2.3514,5.9751,0.6931,0.0,0.0,0.0,0.3053,0.1561,0.0723,Chennai_Sembakkam,Growth
PROP-BE92DFBC3E9C,9.5,404.0,1.5,0.833,0.5,1.0,54.9,7.0,0.0,1.51,0.0,0.0,1.304,0.305,0.449,2.0,2.3514,6.0039,0.6931,2.0794,0.0,0.0,0.8346,0.2662,0.3709,Chennai_Medavakkam,Declining
PROP-E8F817173608,9.5,527.33,1.0,0.833,0.5,1.0,30.6,0.0,7.64,2.01,0.0,0.0,0.488,0.272,0.321,0.0,2.3514,6.2697,0.6931,0.0,0.0,0.0,0.3974,0.2406,0.2784,Chennai_Thiruvallur,Growth
PROP-6B4235B84BF7,9.5,600.0,1.0,0.833,0.5,1.0,9.3,2.0,12.72,2.5,0.0,0.0,0.252,0.091,0.086,1.0,2.3514,6.3986,0.6931,1.0986,0.0,0.0,0.2247,0.0871,0.0825,Chennai_Villivakkam,Growth
PROP-A435F5194B94,9.5,450.0,1.0,0.833,0.5,1.0,24.7,0.0,0.0,1.51,0.0,0.0,0.218,0.422,0.119,0.0,2.3514,6.1115,0.6931,0.0,0.0,0.0,0.1972,0.3521,0.1124,Chennai_Raja Annamalai Puram,Declining
PROP-3FBB548884A3,9.5,466.67,1.0,0.833,0.5,1.0,48.4,10.0,9.52,3.06,0.0,0.0,0.448,1.328,0.256,3.0,2.3514,6.1478,0.6931,2.3979,0.0,0.0,0.3702,0.845,0.2279,Chennai_Porur,Growth
PROP-74E8BBDB1869,9.5,475.0,1.5,0.833,0.5,1.0,35.0,7.0,6.92,1.24,0.0,0.0,0.274,0.626,0.181,2.0,2.3514,6.1654,0.6931,2.0794,0.0,0.0,0.2422,0.4861,0.1664,Chennai_Urapakkam,Growth
PROP-A28E9A937C8E,9.5,425.0,1.5,0.833,0.5,1.0,28.5,4.0,1.77,-0.7,0.0,0.0,0.27,0.192,0.398,2.0,2.3514,6.0544,0.6931,1.6094,0.0,0.0,0.239,0.1756,0.335,Chennai_Puzhal,Stable
PROP-7745510EA9DC,9.5,430.0,1.5,0.833,0.571,1.0,40.6,12.0,0.0,1.36,0.0,0.0,0.636,0.264,0.329,3.0,2.3514,6.0661,0.6931,2.5649,0.0,0.0,0.4923,0.2343,0.2844,Chennai_Ramapuram,Declining
PROP-8F4F97BE042E,9.5,433.33,1.0,0.833,0.0,1.0,41.6,7.0,0.0,1.36,0.0,0.0,0.412,0.498,0.252,3.0,2.3514,6.0738,0.6931,2.0794,0.0,0.0,0.345,0.4041,0.2247,Chennai_Velachery,Declining
PROP-BF8C21590A2E,9.5,390.0,1.0,0.833,0.667,1.0,24.7,0.0,6.95,1.68,0.0,0.0,0.218,0.422,0.119,0.0,2.3514,5.9687,0.6931,0.0,0.0,0.0,0.1972,0.3521,0.1124,Chennai_Raja Annamalai Puram,Growth
PROP-A21E0E395182,9.5,550.0,1.5,0.545,0.5,1.0,32.5,2.0,5.53,2.41,0.0,0.0,0.573,0.251,0.218,1.0,2.3514,6.3117,0.6931,1.0986,0.0,0.0,0.453,0.2239,0.1972,Chennai_Ambattur,Growth
PROP-D623A5BD3259,9.5,397.67,1.0,0.833,0.5,1.0,20.4,0.0,6.78,1.82,0.0,0.0,0.301,0.164,0.141,0.0,2.3514,5.9881,0.6931,0.0,0.0,0.0,0.2631,0.1519,0.1319,Chennai_Adambakkam,Growth
PROP-BF8A99D156F1,9.5,450.0,1.0,0.833,0.5,1.0,11.5,2.0,6.95,1.68,0.0,0.0,0.217,0.12,0.177,1.0,2.3514,6.1115,0.6931,1.0986,0.0,0.0,0.1964,0.1133,0.163,Chennai_Kolathur,Growth
PROP-3D8AAD5E73B5,9.5,600.0,1.5,0.833,1.0,1.0,6.2,3.0,0.0,1.36,0.0,0.0,0.127,0.075,0.078,0.0,2.3514,6.3986,0.6931,1.3863,0.0,0.0,0.1196,0.0723,0.0751,Chennai_Perungudi,Declining
PROP-0C0BFF42A42C,9.5,473.0,1.5,0.833,0.5,1.0,13.5,2.0,10.98,3.14,0.0,0.0,0.184,0.134,0.289,1.0,2.3514,6.1612,0.6931,1.0986,0.0,0.0,0.1689,0.1258,0.2539,Chennai_Perambur,Growth
PROP-FF9962D2025D,20.0,355.0,1.0,1.0,0.5,1.0,13.8,2.0,0.0,1.51,0.0,0.0,0.156,0.146,0.096,1.0,3.0445,5.8749,0.6931,1.0986,0.0,0.0,0.145,0.1363,0.0917,Chennai_Anna Nagar West,Declining
PROP-74543CBC599C,9.5,580.0,2.0,0.833,0.0,1.0,35.4,2.0,1.55,1.79,0.0,0.0,1.028,0.295,0.173,1.0,2.3514,6.3648,0.6931,1.0986,0.0,0.0,0.7071,0.2585,0.1596,Chennai_Mudichur,Stable
PROP-4BF83DB33530,9.5,580.0,1.5,0.833,0.5,1.0,43.6,4.0,1.55,1.79,0.0,0.0,0.828,0.447,0.2,2.0,2.3514,6.3648,0.6931,1.6094,0.0,0.0,0.6032,0.3695,0.1823,Chennai_Sholinganallur,Stable
PROP-523A9B07D2A1,9.5,527.5,1.5,0.833,1.0,1.0,27.8,0.0,0.0,1.36,0.0,0.0,0.241,0.205,0.835,0.0,2.3514,6.27,0.6931,0.0,0.0,0.0,0.2159,0.1865,0.607,Chennai_Perumbakkam,Declining
PROP-39540AD67FD6,9.5,485.0,0.75,0.833,0.5,1.0,11.8,0.0,7.64,2.01,0.0,0.0,0.257,0.107,0.164,0.0,2.3514,6.1862,0.6931,0.0,0.0,0.0,0.2287,0.1017,0.1519,Chennai_Vadapalani,Growth
PROP-42C7D4D34A9C,9.5,469.0,1.5,0.833,0.5,1.0,28.5,1.0,0.0,1.51,0.0,0.0,0.447,0.253,0.269,0.0,2.3514,6.1527,0.6931,0.6931,0.0,0.0,0.3695,0.2255,0.2382,Chennai_Choolaimedu,Declining
PROP-275C30FED99F,9.5,570.67,1.0,0.833,0.5,1.0,16.5,0.0,13.31,3.59,0.0,0.0,0.357,0.169,0.075,0.0,2.3514,6.3486,0.6931,0.0,0.0,0.0,0.3053,0.1561,0.0723,Chennai_Sembakkam,Growth
PROP-43929E420C2D,9.5,332.0,0.75,0.833,0.5,1.0,34.0,2.0,10.98,3.14,0.0,0.0,0.262,0.226,1.199,1.0,2.3514,5.8081,0.6931,1.0986,0.0,0.0,0.2327,0.2038,0.788,Chennai_Triplicane,Growth
PROP-478099107B8F,9.5,542.5,1.5,0.793,0.75,1.0,36.6,0.0,5.53,2.41,0.0,0.0,0.574,0.513,0.323,0.0,2.3514,6.298,0.6931,0.0,0.0,0.0,0.4536,0.4141,0.2799,Chennai_Pennalur,Growth
PROP-5C52A446420D,9.5,880.0,3.0,0.833,0.5,1.0,13.4,0.0,0.0,1.36,0.0,0.0,0.228,0.067,0.096,0.0,2.3514,6.7811,0.6931,0.0,0.0,0.0,0.2054,0.0649,0.0917,Chennai_Singaperumal Koil,Declining
PROP-01AA6022E0C7,9.5,483.33,1.0,0.833,0.37,1.0,39.5,7.0,10.98,3.14,0.0,0.0,0.338,0.305,0.494,2.0,2.3514,6.1828,0.6931,2.0794,0.0,0.0,0.2912,0.2662,0.4015,Chennai_Oragadam Sriperambattur,Growth
PROP-D85BF3221525,9.5,462.0,2.0,0.833,0.2,1.0,16.2,3.0,2.26,1.95,0.0,0.0,0.286,0.141,0.169,0.0,2.3514,6.1377,0.6931,1.3863,0.0,0.0,0.2515,0.1319,0.1561,Chennai_Kelambakkam,Stable
PROP-8E14A48ADCC4,9.5,450.0,1.5,0.833,0.5,1.0,13.5,2.0,9.52,3.06,0.0,0.0,0.184,0.134,0.289,1.0,2.3514,6.1115,0.6931,1.0986,0.0,0.0,0.1689,0.1258,0.2539,Chennai_Perambur,Growth
PROP-9AFAD3B06B47,9.5,452.0,1.5,0.833,0.5,1.0,27.8,0.0,6.95,1.68,0.0,0.0,0.241,0.205,0.835,0.0,2.3514,6.1159,0.6931,0.0,0.0,0.0,0.2159,0.1865,0.607,Chennai_Perumbakkam,Growth
PROP-DC7B2A38EA55,9.5,470.0,1.5,0.833,0.5,1.0,15.2,0.0,10.98,3.14,0.0,0.0,0.205,0.14,0.159,0.0,2.3514,6.1549,0.6931,0.0,0.0,0.0,0.1865,0.131,0.1476,Chennai_Kilpauk,Growth
PROP-F04903424860,9.5,1080.0,1.0,0.963,0.5,1.0,7.0,2.0,0.0,1.36,0.0,0.0,0.1,0.144,0.147,1.0,2.3514,6.9856,0.6931,1.0986,0.0,0.0,0.0953,0.1345,0.1371,Chennai_Valasaravakkam,Declining
PROP-047960A2E5B3,9.5,397.5,1.0,0.833,1.0,1.0,32.5,2.0,0.0,1.85,0.0,0.0,0.573,0.251,0.218,1.0,2.3514,5.9877,0.6931,1.0986,0.0,0.0,0.453,0.2239,0.1972,Chennai_Ambattur,Declining
PROP-1B747B844C95,9.5,495.0,1.5,0.833,0.333,1.0,11.5,2.0,6.95,1.68,0.0,0.0,0.217,0.12,0.177,1.0,2.3514,6.2066,0.6931,1.0986,0.0,0.0,0.1964,0.1133,0.163,Chennai_Kolathur,Growth
PROP-776E72C4DDFE,9.5,315.0,1.0,0.833,0.857,1.0,33.5,5.0,6.78,1.82,0.0,0.0,0.775,0.172,0.289,1.0,2.3514,5.7557,0.6931,1.7918,0.0,0.0,0.5738,0.1587,0.2539,Chennai_Thandalam,Growth
PROP-59252CDA84BE,9.5,366.67,1.0,0.833,0.667,1.0,13.8,2.0,6.78,1.82,0.0,0.0,0.156,0.146,0.096,1.0,2.3514,5.9072,0.6931,1.0986,0.0,0.0,0.145,0.1363,0.0917,Chennai_Anna Nagar West,Growth
PROP-44645DA39395,9.5,299.0,1.0,0.833,1.0,1.0,28.2,1.0,2.26,1.95,0.0,0.0,0.359,0.36,0.186,0.0,2.3514,5.7038,0.6931,0.6931,0.0,0.0,0.3067,0.3075,0.1706,Chennai_Madambakkam,Stable
PROP-CC96D0AE4690,9.5,459.0,1.5,0.833,0.25,1.0,36.9,7.0,1.77,-0.7,0.0,0.0,0.389,0.417,0.203,2.0,2.3514,6.1312,0.6931,2.0794,0.0,0.0,0.3286,0.3485,0.1848,Chennai_Mogappair,Stable
PROP-F1844B7EE282,9.5,825.0,0.25,0.833,0.5,1.0,32.5,2.0,4.21,-0.76,0.0,0.0,0.573,0.251,0.218,1.0,2.3514,6.7166,0.6931,1.0986,0.0,0.0,0.453,0.2239,0.1972,Chennai_Ambattur,Stable
PROP-1532E4B7EE5D,9.5,490.0,2.0,0.833,0.5,1.0,48.9,4.0,1.55,1.79,0.0,0.0,0.546,4.902,0.301,2.0,2.3514,6.1964,0.6931,1.6094,0.0,0.0,0.4357,1.7753,0.2631,Chennai_Anakaputhur,Stable
PROP-B95CC1DB318E,9.5,597.0,1.0,0.833,0.312,1.0,17.9,0.0,0.0,1.51,0.0,0.0,0.234,0.211,0.212,0.0,2.3514,6.3936,0.6931,0.0,0.0,0.0,0.2103,0.1914,0.1923,Chennai_Iyyappanthangal,Declining
PROP-E85EE1279880,9.5,500.0,2.0,0.833,1.0,1.0,39.5,7.0,9.52,3.06,0.0,0.0,0.338,0.305,0.494,2.0,2.3514,6.2166,0.6931,2.0794,0.0,0.0,0.2912,0.2662,0.4015,Chennai_Oragadam Sriperambattur,Growth
PROP-54FB66193060,9.5,504.0,1.0,0.833,0.0,1.0,54.9,7.0,1.77,-0.7,0.0,0.0,1.304,0.305,0.449,2.0,2.3514,6.2246,0.6931,2.0794,0.0,0.0,0.8346,0.2662,0.3709,Chennai_Medavakkam,Stable
PROP-F4CBA1F89310,9.5,483.5,1.5,0.833,0.5,1.0,30.3,3.0,2.26,1.95,0.0,0.0,0.261,0.699,0.196,0.0,2.3514,6.1831,0.6931,1.3863,0.0,0.0,0.2319,0.53,0.179,Chennai_Thirumullaivoyal,Stable
PROP-AE9FAB73B03E,9.5,834.5,1.5,0.833,0.5,1.0,21.4,2.0,9.52,3.06,0.0,0.0,0.16,0.645,0.09,1.0,2.3514,6.728,0.6931,1.0986,0.0,0.0,0.1484,0.4977,0.0862,Chennai_Ponmar,Growth
PROP-95D9573608EF,9.5,532.5,1.5,0.833,0.333,1.0,16.0,1.0,0.0,1.85,0.0,0.0,0.146,0.266,0.136,0.0,2.3514,6.2795,0.6931,0.6931,0.0,0.0,0.1363,0.2359,0.1275,Chennai_Kolapakkam - Vandalur,Declining
PROP-38611A7D4A8F,9.5,665.25,1.0,0.833,0.667,1.0,13.8,2.0,4.21,-0.76,0.0,0.0,0.156,0.146,0.096,1.0,2.3514,6.5017,0.6931,1.0986,0.0,0.0,0.145,0.1363,0.0917,Chennai_Anna Nagar West,Stable
