property_master_id,derived_age_years,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_locality_price_premium,derived_accessibility_score,derived_amenity_score,derived_hpi_growth,derived_local_price_growth,derived_rent_per_sqft,derived_rental_yield,derived_school_access,derived_hospital_access,derived_metro_access,derived_transit_density,derived_age_years_log1p,derived_area_per_bhk_log1p,derived_locality_price_premium_log1p,derived_amenity_score_log1p,derived_rent_per_sqft_log1p,derived_rental_yield_log1p,derived_school_access_log1p,derived_hospital_access_log1p,derived_metro_access_log1p,derived_city_locality,derived_market_regime
PROP-7AB850E3384A,9.5,112.5,0.5,0.833,0.667,0.14,4.6,0.0,5.63,1.72,10.91,9.2903,0.162,0.074,0.056,0.0,2.3514,4.7318,0.131,0.0,2.4774,2.3312,0.1501,0.0714,0.0545,Mumbai_Naigaon West,Growth
PROP-D7694BA0985D,9.5,150.0,0.5,0.833,0.857,0.64,2.4,0.0,12.23,3.38,50.0,15.0,0.081,0.069,0.09,0.0,2.3514,5.0173,0.4947,0.0,3.9318,2.7726,0.0779,0.0667,0.0862,Mumbai_Govandi,Growth
PROP-3977AC71D1B3,9.5,162.5,0.5,0.833,0.25,1.063,1.5,0.0,5.39,2.25,83.05,11.0769,0.068,0.06,0.073,0.0,2.3514,5.0968,0.7242,0.0,4.4314,2.4913,0.0658,0.0583,0.0705,Mumbai_Bhuleshwar,Growth
PROP-5E6EF1C19DB0,9.5,450.0,1.5,0.333,0.5,0.344,35.5,5.0,0.0,1.94,26.91,27.592,0.235,0.687,0.149,1.0,2.3514,6.1115,0.2957,1.7918,3.329,3.3531,0.2111,0.523,0.1389,Mumbai_Naigaon East,Declining
PROP-A512FA6E41E8,9.5,400.0,2.0,0.833,0.75,0.205,24.9,0.0,5.39,2.25,16.0,29.5385,1.623,0.061,0.079,0.0,2.3514,5.994,0.1865,0.0,2.8332,3.419,0.9643,0.0592,0.076,Mumbai_Nalasopara East,Growth
PROP-EEDA4FBFA1FE,9.5,900.0,3.0,0.833,0.5,0.344,35.5,5.0,12.35,2.35,26.91,27.592,0.235,0.687,0.149,1.0,2.3514,6.8035,0.2957,1.7918,3.329,3.3531,0.2111,0.523,0.1389,Mumbai_Naigaon East,Growth
PROP-7B1BB69EE0AD,9.5,400.0,2.0,0.833,0.744,1.553,35.8,0.0,4.89,0.0,121.31,16.3636,0.222,0.317,2.062,0.0,2.3514,5.994,0.9373,0.0,4.8066,2.8544,0.2005,0.2754,1.1191,Mumbai_Sewri,Stable
PROP-4E594875DD59,9.5,125.0,0.5,0.833,0.5,2.425,20.9,0.0,0.0,1.13,189.47,26.8235,0.345,0.134,0.15,0.0,2.3514,4.8363,1.2311,0.0,5.2495,3.3259,0.2964,0.1258,0.1398,Mumbai_Bandra West,Declining
PROP-B93E5E4EE11F,9.5,110.0,0.5,0.833,1.0,1.063,1.5,0.0,2.65,-0.92,83.05,13.0909,0.068,0.06,0.073,0.0,2.3514,4.7095,0.7242,0.0,4.4314,2.6455,0.0658,0.0583,0.0705,Mumbai_Bhuleshwar,Stable
PROP-5996095DEFCF,9.5,167.5,0.5,0.833,0.25,0.303,1.8,0.0,5.63,1.72,23.68,7.3448,0.061,0.053,0.075,0.0,2.3514,5.1269,0.2647,0.0,3.206,2.1216,0.0592,0.0516,0.0723,Mumbai_Bhayandar East,Growth
PROP-C708F56196B5,9.0,350.0,1.0,0.833,0.5,0.884,6.0,0.0,0.0,1.94,69.09,5.3933,0.166,0.09,0.139,0.0,2.3026,5.8608,0.6334,0.0,4.2498,1.8553,0.1536,0.0862,0.1302,Mumbai_Borivali West,Declining
PROP-482F6DC30430,9.5,157.5,0.5,0.833,0.833,2.261,1.5,0.0,2.65,-0.92,176.62,63.1034,0.097,0.048,0.067,0.0,2.3514,5.0658,1.182,0.0,5.1796,4.1605,0.0926,0.0469,0.0649,Mumbai_Khar West,Stable
PROP-7D23E9E4A773,9.5,75.0,0.5,1.0,0.5,1.063,17.2,2.0,0.0,1.13,83.05,31.3043,0.2,0.313,0.09,1.0,2.3514,4.3307,0.7242,1.0986,4.4314,3.4752,0.1823,0.2723,0.0862,Mumbai_Dharavi,Declining
PROP-E4828B452023,9.5,310.0,1.0,0.833,0.5,1.063,10.6,0.0,0.0,1.94,83.05,11.8033,0.137,0.136,0.129,0.0,2.3514,5.7398,0.7242,0.0,4.4314,2.5497,0.1284,0.1275,0.1213,Mumbai_Sakinaka,Declining
PROP-04A53F1FAA6E,9.5,150.0,0.5,0.75,0.5,1.036,25.8,5.0,2.65,-0.92,80.95,20.4,0.328,0.28,0.208,1.0,2.3514,5.0173,0.711,1.7918,4.4061,3.0634,0.2837,0.2469,0.189,Mumbai_Santacruz East,Stable
PROP-D6CB9021E0AA,9.5,400.0,2.0,0.833,0.5,1.198,14.9,1.0,3.07,1.86,93.61,15.8333,0.118,0.212,0.155,0.0,2.3514,5.994,0.7875,0.6931,4.5498,2.8234,0.1115,0.1923,0.1441,Mumbai_Goregaon West,Stable
PROP-0E0DC047702C,9.5,100.0,0.5,0.833,0.5,0.427,16.5,0.0,0.0,1.13,33.33,28.5036,0.528,0.083,0.113,0.0,2.3514,4.6151,0.3556,0.0,3.536,3.3845,0.424,0.0797,0.1071,Mumbai_Vasai East,Declining
PROP-B75B4EE13A9B,9.5,160.0,0.5,0.833,0.857,0.92,46.8,2.0,5.63,1.72,71.89,19.5,0.358,0.751,0.495,1.0,2.3514,5.0814,0.6523,1.0986,4.289,3.0204,0.306,0.5602,0.4021,Mumbai_Kanjurmarg West,Growth
PROP-6891D0BC5DA2,9.5,170.0,0.5,0.833,0.5,0.853,32.4,7.0,12.23,3.38,66.67,10.2857,0.334,0.551,0.187,2.0,2.3514,5.1417,0.6168,2.0794,4.2146,2.4235,0.2882,0.4389,0.1714,Mumbai_Kurla West,Growth
PROP-236C4C902FE3,9.5,400.0,2.0,0.788,0.773,1.617,7.0,2.0,5.85,1.24,126.33,12.5217,0.081,0.139,0.126,1.0,2.3514,5.994,0.962,1.0986,4.8468,2.6043,0.0779,0.1302,0.1187,Mumbai_Parel,Growth
PROP-6F9BC3E11E38,9.5,300.0,1.0,0.833,0.125,1.288,27.6,4.0,2.65,-0.92,100.6,6.1935,0.645,0.157,0.121,2.0,2.3514,5.7071,0.8277,1.6094,4.621,1.9732,0.4977,0.1458,0.1142,Mumbai_Andheri West,Stable
PROP-547170BF5ABC,9.5,125.0,0.5,0.833,0.5,0.205,24.9,0.0,6.36,1.85,16.0,22.5882,1.623,0.061,0.079,0.0,2.3514,4.8363,0.1865,0.0,2.8332,3.1607,0.9643,0.0592,0.076,Mumbai_Nalasopara East,Growth
PROP-0990AC2066F0,9.5,150.0,0.5,0.833,0.5,1.176,16.1,0.0,12.7,3.03,91.88,21.6,0.153,0.154,0.114,0.0,2.3514,5.0173,0.7775,0.0,4.5313,3.1179,0.1424,0.1432,0.108,Mumbai_Ghatkopar West,Growth
PROP-B326491D52F2,9.5,450.0,1.5,0.833,0.5,1.176,16.1,0.0,5.63,1.72,91.88,6.6,0.153,0.154,0.114,0.0,2.3514,6.1115,0.7775,0.0,4.5313,2.0281,0.1424,0.1432,0.108,Mumbai_Ghatkopar West,Growth
PROP-CBA5C4B40708,9.5,75.0,0.5,0.833,0.5,0.797,24.3,5.0,4.89,0.0,62.26,93.8673,0.18,0.38,0.244,1.0,2.3514,4.3307,0.5861,1.7918,4.1473,4.5525,0.1655,0.3221,0.2183,Mumbai_Kandivali East,Stable
PROP-4B9033E54CCD,9.5,150.0,0.5,0.833,0.667,1.829,4.5,0.0,5.74,1.4,142.86,8.5714,0.144,0.062,0.092,0.0,2.3514,5.0173,1.0399,0.0,4.9688,2.2588,0.1345,0.0602,0.088,Mumbai_Kalbadevi,Growth
PROP-49D7D2219B66,9.5,400.0,2.0,0.833,0.5,0.686,36.5,0.0,12.35,2.35,53.57,15.0,0.607,0.122,0.733,0.0,2.3514,5.994,0.5224,0.0,3.9995,2.7726,0.4744,0.1151,0.5499,Mumbai_Bhandup East,Growth
PROP-AB59F6CAC990,9.5,5000.0,1.5,0.833,0.5,1.213,20.1,0.0,0.0,1.89,94.74,24.5455,0.142,0.174,0.176,0.0,2.3514,8.5174,0.7943,0.0,4.5616,3.2405,0.1328,0.1604,0.1621,Mumbai_Vikhroli East,Declining
PROP-90B9FBC4D8BB,9.5,90.0,0.5,0.833,0.333,1.553,35.8,0.0,0.0,0.0,121.31,32.4,0.222,0.317,2.062,0.0,2.3514,4.5109,0.9373,0.0,4.8066,3.5086,0.2005,0.2754,1.1191,Mumbai_Sewri,Declining
PROP-AD11BE30C725,9.5,333.33,1.0,0.833,1.0,0.237,29.6,0.0,0.0,1.89,18.52,3.0,0.364,0.434,0.131,0.0,2.3514,5.8121,0.2127,0.0,2.9714,1.3863,0.3104,0.3605,0.1231,Mumbai_Virar East,Declining
PROP-CD7618607C6C,9.5,160.0,0.5,0.833,0.5,0.237,29.6,0.0,2.65,-0.92,18.52,16.0,0.364,0.434,0.131,0.0,2.3514,5.0814,0.2127,0.0,2.9714,2.8332,0.3104,0.3605,0.1231,Mumbai_Virar East,Stable
PROP-DB676A101350,9.5,486.0,2.0,0.833,0.5,1.365,16.1,0.0,0.0,1.89,106.67,5.8286,0.451,0.106,0.111,0.0,2.3514,6.1883,0.8608,0.0,4.6791,1.9211,0.3723,0.1007,0.1053,Mumbai_Girgaon,Declining
PROP-713228560DE9,9.5,175.0,0.5,0.833,0.286,1.213,20.1,0.0,5.74,1.4,94.74,6.5854,0.142,0.174,0.176,0.0,2.3514,5.1705,0.7943,0.0,4.5616,2.0262,0.1328,0.1604,0.1621,Mumbai_Vikhroli East,Growth
PROP-42F89BCF7CD3,9.5,600.0,2.0,0.833,0.409,1.198,14.9,1.0,12.23,3.38,93.61,13.2558,0.118,0.212,0.155,0.0,2.3514,6.3986,0.7875,0.6931,4.5498,2.6572,0.1115,0.1923,0.1441,Mumbai_Goregaon West,Growth
PROP-0439761DB2A6,9.5,450.0,2.0,0.833,0.5,1.079,26.8,2.0,12.23,3.38,84.26,207.0,0.502,0.267,0.183,1.0,2.3514,6.1115,0.7319,1.0986,4.4457,5.3375,0.4068,0.2367,0.1681,Mumbai_Chembur,Growth
PROP-C025F361CDD8,9.5,150.0,1.0,0.833,0.5,0.853,32.4,7.0,3.07,1.86,66.67,25.7143,0.334,0.551,0.187,2.0,2.3514,5.0173,0.6168,2.0794,4.2146,3.2852,0.2882,0.4389,0.1714,Mumbai_Kurla West,Stable
PROP-02E4E703737D,9.5,500.0,2.0,0.833,1.0,2.261,1.5,0.0,5.74,1.4,176.62,81.3333,0.097,0.048,0.067,0.0,2.3514,6.2166,1.182,0.0,5.1796,4.4108,0.0926,0.0469,0.0649,Mumbai_Khar West,Growth
PROP-8C5EE2DFA40C,9.5,400.0,2.0,0.833,0.5,0.344,35.5,5.0,12.35,2.35,26.91,31.4286,0.235,0.687,0.149,1.0,2.3514,5.994,0.2957,1.7918,3.329,3.479,0.2111,0.523,0.1389,Mumbai_Naigaon East,Growth
PROP-6A5E6F1022AF,9.5,112.5,0.5,0.833,0.5,1.079,26.8,2.0,9.24,2.7,84.26,13.8,0.502,0.267,0.183,1.0,2.3514,4.7318,0.7319,1.0986,4.4457,2.6946,0.4068,0.2367,0.1681,Mumbai_Chembur,Growth
PROP-2FE1F61819E4,9.5,150.0,0.67,0.833,0.5,1.079,26.8,2.0,10.58,3.38,84.26,13.8,0.502,0.267,0.183,1.0,2.3514,5.0173,0.7319,1.0986,4.4457,2.6946,0.4068,0.2367,0.1681,Mumbai_Chembur,Growth
PROP-50C63185E08A,9.5,900.0,1.5,0.833,0.5,1.079,26.8,2.0,6.25,1.15,84.26,9.7412,0.502,0.267,0.183,1.0,2.3514,6.8035,0.7319,1.0986,4.4457,2.3741,0.4068,0.2367,0.1681,Mumbai_Chembur,Growth
PROP-9500E4C50713,9.5,90.0,0.5,0.833,0.75,1.063,1.5,0.0,6.25,1.15,83.05,8.0899,0.068,0.06,0.073,0.0,2.3514,4.5109,0.7242,0.0,4.4314,2.2072,0.0658,0.0583,0.0705,Mumbai_Bhuleshwar,Growth
PROP-47F46EE66611,9.5,300.0,1.0,0.833,0.5,0.237,29.6,0.0,4.89,0.0,18.52,5.7143,0.364,0.434,0.131,0.0,2.3514,5.7071,0.2127,0.0,2.9714,1.9042,0.3104,0.3605,0.1231,Mumbai_Virar East,Stable
PROP-B1F70EA0D713,9.5,500.0,1.5,0.833,0.5,1.792,6.9,2.0,5.85,1.24,140.0,31.2,0.122,0.098,0.1,1.0,2.3514,6.2166,1.0268,1.0986,4.9488,3.472,0.1151,0.0935,0.0953,Mumbai_Juhu,Growth
PROP-1DA43B0AC4F2,9.5,90.0,0.5,0.833,0.5,1.778,2.7,0.0,0.0,1.89,138.89,25.7143,0.086,0.105,0.049,0.0,2.3514,4.5109,1.0217,0.0,4.9409,3.2852,0.0825,0.0998,0.0478,Mumbai_Byculla,Declining
PROP-15A874A0ACEB,9.5,550.0,1.0,0.833,0.5,0.863,23.9,0.0,0.0,1.94,67.45,4.2375,0.156,0.178,0.318,0.0,2.3514,6.3117,0.6222,0.0,4.2261,1.6558,0.145,0.1638,0.2761,Mumbai_Mulund West,Declining
PROP-AFE9F8DD2815,9.5,155.0,0.5,0.833,0.5,1.274,22.8,2.0,3.06,2.13,99.49,7.5,0.207,0.516,0.246,1.0,2.3514,5.0499,0.8215,1.0986,4.6101,2.1401,0.1881,0.4161,0.2199,Mumbai_Nagpada,Stable
PROP-F89FB57BDD69,9.5,250.0,0.4,0.833,0.5,0.14,4.6,0.0,5.74,1.4,10.91,0.72,0.162,0.074,0.056,0.0,2.3514,5.5255,0.131,0.0,2.4774,0.5423,0.1501,0.0714,0.0545,Mumbai_Naigaon West,Growth
PROP-F41DDF27AAE0,9.5,531.5,1.5,0.833,0.976,1.28,20.4,2.0,0.0,1.94,100.0,4.05,0.155,0.633,0.09,1.0,2.3514,6.2776,0.8242,1.0986,4.6151,1.6194,0.1441,0.4904,0.0862,Mumbai_Mahim,Declining
PROP-FBC7652F8063,9.5,112.5,0.5,0.833,1.0,0.797,26.0,0.0,6.36,1.85,62.26,10.8,0.299,0.195,0.208,0.0,2.3514,4.7318,0.5861,0.0,4.1473,2.4681,0.2616,0.1781,0.189,Mumbai_Mulund East,Growth
PROP-EE9A4DA8C048,9.5,520.0,2.0,0.833,0.25,0.884,6.0,0.0,5.39,2.25,69.09,6.1538,0.166,0.09,0.139,0.0,2.3514,6.2558,0.6334,0.0,4.2498,1.9676,0.1536,0.0862,0.1302,Mumbai_Borivali West,Growth
PROP-2B613F65D2BB,9.5,422.5,1.5,0.833,0.2,0.823,2.1,2.0,3.07,1.86,64.29,4.25,0.107,0.066,0.105,1.0,2.3514,6.0486,0.6005,1.0986,4.1788,1.6582,0.1017,0.0639,0.0998,Mumbai_Kurla East,Stable
PROP-C43290AADE00,9.5,264.0,1.0,0.833,0.5,0.797,26.0,0.0,0.0,1.94,62.26,30.0,0.299,0.195,0.208,0.0,2.3514,5.5797,0.5861,0.0,4.1473,3.434,0.2616,0.1781,0.189,Mumbai_Mulund East,Declining
PROP-83677B40E538,9.5,175.0,0.5,0.833,0.714,1.365,16.1,0.0,0.0,1.94,106.67,10.7368,0.451,0.106,0.111,0.0,2.3514,5.1705,0.8608,0.0,4.6791,2.4627,0.3723,0.1007,0.1053,Mumbai_Girgaon,Declining
PROP-84F4094D3BC3,9.5,300.0,1.0,0.833,0.5,1.28,35.9,2.0,6.36,1.85,100.0,10.65,0.691,0.416,0.193,1.0,2.3514,5.7071,0.8242,1.0986,4.6151,2.4553,0.5253,0.3478,0.1765,Mumbai_Powai,Growth
PROP-416A3CB02077,9.5,475.0,2.0,0.833,0.5,0.336,3.6,0.0,12.7,3.03,26.25,1.9385,0.079,0.127,0.052,0.0,2.3514,6.1654,0.2897,0.0,3.3051,1.0779,0.076,0.1196,0.0507,Mumbai_Bhayandar West,Growth
PROP-02AAB3DF968A,9.5,630.0,2.0,0.833,0.5,0.237,29.6,0.0,0.0,1.94,18.52,4.2857,0.364,0.434,0.131,0.0,2.3514,6.4473,0.2127,0.0,2.9714,1.665,0.3104,0.3605,0.1231,Mumbai_Virar East,Declining
PROP-C580C512F231,9.5,120.0,0.5,0.833,0.5,1.007,5.8,0.0,5.85,1.24,78.65,52.0,0.122,0.093,0.133,0.0,2.3514,4.7958,0.6966,0.0,4.3776,3.9703,0.1151,0.0889,0.1249,Mumbai_Andheri East,Growth
PROP-94598A0A6FAF,9.5,115.0,0.5,0.833,0.5,0.973,22.8,0.0,0.0,1.89,76.0,21.6,0.659,0.123,0.086,0.0,2.3514,4.7536,0.6796,0.0,4.3438,3.1179,0.5062,0.116,0.0825,Mumbai_Malad East,Declining
PROP-2A9F8298C55A,9.5,375.0,1.0,0.833,0.5,1.036,25.8,5.0,5.63,1.72,80.95,29.1429,0.328,0.28,0.208,1.0,2.3514,5.9296,0.711,1.7918,4.4061,3.4059,0.2837,0.2469,0.189,Mumbai_Santacruz East,Growth
PROP-5E7E8970D6A6,9.5,580.0,2.0,0.833,0.5,0.792,4.0,2.0,0.0,0.0,61.88,18.48,0.104,0.084,0.178,1.0,2.3514,6.3648,0.5833,1.0986,4.1412,2.9694,0.0989,0.0807,0.1638,Mumbai_Bhandup West,Declining
PROP-0AE7ADF42C0E,9.5,1000.0,0.71,0.833,0.5,1.0,10.0,0.0,10.24,2.79,0.0,0.0,0.141,0.138,0.082,0.0,2.3514,6.9088,0.6931,0.0,0.0,0.0,0.1319,0.1293,0.0788,Kolkata_Bhowanipore,Growth
PROP-E9FC6AAC2937,9.5,500.0,1.5,0.833,0.5,1.0,10.6,0.0,0.0,2.08,0.0,0.0,0.188,0.134,0.14,0.0,2.3514,6.2166,0.6931,0.0,0.0,0.0,0.1723,0.1258,0.131,Kolkata_Baranagar,Declining
PROP-1033507BFDEF,9.5,375.0,1.0,0.833,0.5,1.0,13.7,0.0,8.73,1.79,0.0,0.0,0.272,0.101,0.194,0.0,2.3514,5.9296,0.6931,0.0,0.0,0.0,0.2406,0.0962,0.1773,Kolkata_Ashok Nagar,Growth
PROP-1851639C2FFF,9.5,475.0,1.5,0.833,0.5,1.0,47.5,5.0,0.0,2.18,0.0,0.0,1.391,0.309,0.284,1.0,2.3514,6.1654,0.6931,1.7918,0.0,0.0,0.8717,0.2693,0.25,Kolkata_Rajarhat,Declining
PROP-9FF0AD022079,9.5,388.0,1.0,0.833,0.75,1.0,44.7,2.0,8.02,1.62,0.0,0.0,2.41,0.303,0.406,1.0,2.3514,5.9636,0.6931,1.0986,0.0,0.0,1.2267,0.2647,0.3407,Kolkata_Abdalpur,Growth
PROP-553D584E0F27,9.5,402.5,1.5,0.833,1.0,1.0,50.0,11.0,8.02,1.62,0.0,0.0,1.572,0.348,0.271,4.0,2.3514,6.0002,0.6931,2.4849,0.0,0.0,0.9447,0.2986,0.2398,Kolkata_Tollygunge,Growth
PROP-AA759B17F4D9,9.5,315.67,1.0,0.833,0.429,1.0,23.8,1.0,1.75,2.32,0.0,0.0,0.165,0.389,0.476,0.0,2.3514,5.7579,0.6931,0.6931,0.0,0.0,0.1527,0.3286,0.3893,Kolkata_Rajpur,Stable
PROP-B3DB3E97A2AB,9.5,360.0,0.67,0.833,0.5,1.0,27.1,2.0,1.05,-1.09,0.0,0.0,0.192,0.205,0.489,1.0,2.3514,5.8889,0.6931,1.0986,0.0,0.0,0.1756,0.1865,0.3981,Kolkata_Mandirtala,Stable
PROP-7CDB8D9895ED,9.5,500.0,1.0,0.833,0.667,1.0,22.9,2.0,10.24,2.79,0.0,0.0,0.562,0.131,0.126,1.0,2.3514,6.2166,0.6931,1.0986,0.0,0.0,0.446,0.1231,0.1187,Kolkata_Golf Green,Growth
PROP-E6678945C195,9.5,400.0,1.0,0.833,0.4,1.0,38.9,2.0,0.0,2.18,0.0,0.0,0.371,0.416,0.747,1.0,2.3514,5.994,0.6931,1.0986,0.0,0.0,0.3155,0.3478,0.5579,Kolkata_Barasat,Declining
PROP-08E7410F6F56,9.5,532.5,1.5,0.833,0.0,1.0,47.5,5.0,12.74,2.78,0.0,0.0,1.391,0.309,0.284,1.0,2.3514,6.2795,0.6931,1.7918,0.0,0.0,0.8717,0.2693,0.25,Kolkata_Rajarhat,Growth
PROP-24299B2921B9,9.5,452.67,1.0,0.833,0.5,1.0,24.0,2.0,1.05,-1.09,0.0,0.0,0.287,0.33,0.29,1.0,2.3514,6.1174,0.6931,1.0986,0.0,0.0,0.2523,0.2852,0.2546,Kolkata_Haltu,Stable
PROP-15C39A1AF935,9.5,1000.0,1.0,0.833,0.5,1.0,8.5,0.0,10.24,2.79,0.0,0.0,0.133,0.201,0.068,0.0,2.3514,6.9088,0.6931,0.0,0.0,0.0,0.1249,0.1832,0.0658,Kolkata_Madhyamgram,Growth
PROP-4C949159CC3F,9.5,823.33,1.33,0.626,0.5,1.0,10.6,0.0,0.0,2.47,0.0,0.0,0.188,0.134,0.14,0.0,2.3514,6.7146,0.6931,0.0,0.0,0.0,0.1723,0.1258,0.131,Kolkata_Baranagar,Declining
PROP-FF8B166821F6,9.5,500.0,1.0,0.833,0.5,1.0,27.3,2.0,1.75,2.32,0.0,0.0,0.184,0.747,0.342,1.0,2.3514,6.2166,0.6931,1.0986,0.0,0.0,0.1689,0.5579,0.2942,Kolkata_Prince Anwar Shah Connector,Stable
PROP-F60F3E2D176E,9.5,680.25,1.0,0.833,0.5,1.0,20.7,2.0,8.22,2.2,0.0,0.0,0.138,0.232,0.299,1.0,2.3514,6.5239,0.6931,1.0986,0.0,0.0,0.1293,0.2086,0.2616,Kolkata_Paikpara,Growth
PROP-BA9E56614218,9.5,432.0,0.8,0.833,0.5,1.0,8.5,0.0,12.11,3.15,0.0,0.0,0.133,0.201,0.068,0.0,2.3514,6.0707,0.6931,0.0,0.0,0.0,0.1249,0.1832,0.0658,Kolkata_Madhyamgram,Growth
PROP-5E22F115F280,9.5,580.0,0.8,0.833,0.5,1.0,43.3,14.0,0.0,2.08,0.0,0.0,0.28,0.396,0.589,2.0,2.3514,6.3648,0.6931,2.7081,0.0,0.0,0.2469,0.3336,0.4631,Kolkata_Garia,Declining
PROP-F1F6A1ED4753,9.5,375.0,1.0,0.833,0.6,1.0,30.8,2.0,9.15,2.12,0.0,0.0,0.284,0.494,0.325,1.0,2.3514,5.9296,0.6931,1.0986,0.0,0.0,0.25,0.4015,0.2814,Kolkata_Baguiati,Growth
PROP-76CEA6DE30E9,9.5,500.5,1.5,0.833,0.25,1.0,43.3,14.0,8.22,2.2,0.0,0.0,0.28,0.396,0.589,2.0,2.3514,6.2176,0.6931,2.7081,0.0,0.0,0.2469,0.3336,0.4631,Kolkata_Garia,Growth
PROP-36F18A0592F4,9.5,500.0,1.0,0.833,0.5,1.0,9.8,0.0,2.19,2.02,0.0,0.0,0.144,0.125,0.108,0.0,2.3514,6.2166,0.6931,0.0,0.0,0.0,0.1345,0.1178,0.1026,Kolkata_Nayabad,Stable
PROP-49626E80478B,9.5,445.0,1.5,0.833,0.75,1.0,40.3,0.0,8.73,1.79,0.0,0.0,0.732,0.334,0.317,0.0,2.3514,6.1003,0.6931,0.0,0.0,0.0,0.5493,0.2882,0.2754,Kolkata_South Dum Dum,Growth
PROP-7336E54EF2B4,9.5,425.0,1.5,0.765,0.5,1.0,37.8,3.0,7.45,1.58,0.0,0.0,0.645,0.332,0.263,0.0,2.3514,6.0544,0.6931,1.3863,0.0,0.0,0.4977,0.2867,0.2335,Kolkata_Dunlop,Growth
PROP-3AE722BB2CDF,9.5,550.0,1.5,0.738,1.0,1.0,50.0,11.0,9.41,3.45,0.0,0.0,1.572,0.348,0.271,4.0,2.3514,6.3117,0.6931,2.4849,0.0,0.0,0.9447,0.2986,0.2398,Kolkata_Tollygunge,Growth
PROP-13BAC6FC637F,9.5,3600.0,0.5,0.833,0.5,1.0,8.8,0.0,9.15,2.12,0.0,0.0,0.133,0.124,0.077,0.0,2.3514,8.189,0.6931,0.0,0.0,0.0,0.1249,0.1169,0.0742,Kolkata_Maniktala,Growth
PROP-4F4EDDE838F5,9.5,425.0,1.5,0.833,0.25,1.0,29.5,7.0,8.93,2.27,0.0,0.0,0.183,0.164,0.371,2.0,2.3514,6.0544,0.6931,2.0794,0.0,0.0,0.1681,0.1519,0.3155,Kolkata_Purba Barisha,Growth
PROP-CDBA4E6F9905,9.5,534.5,1.5,0.804,0.4,1.0,40.3,0.0,9.15,2.12,0.0,0.0,0.732,0.334,0.317,0.0,2.3514,6.2832,0.6931,0.0,0.0,0.0,0.5493,0.2882,0.2754,Kolkata_South Dum Dum,Growth
PROP-5FC8AE404441,9.5,408.5,1.5,0.833,0.5,1.0,11.1,2.0,0.0,2.47,0.0,0.0,0.103,0.174,0.158,1.0,2.3514,6.0149,0.6931,1.0986,0.0,0.0,0.098,0.1604,0.1467,Kolkata_Thakurpukur,Declining
PROP-9AD2EA5E771F,9.5,497.5,1.5,0.8,0.5,1.0,17.5,2.0,0.0,2.18,0.0,0.0,0.246,0.145,0.237,1.0,2.3514,6.2116,0.6931,1.0986,0.0,0.0,0.2199,0.1354,0.2127,Kolkata_Sonarpur,Declining
PROP-CD3C9C50AB03,9.5,671.67,1.33,0.833,0.5,1.0,47.5,5.0,0.0,2.08,0.0,0.0,1.391,0.309,0.284,1.0,2.3514,6.5113,0.6931,1.7918,0.0,0.0,0.8717,0.2693,0.25,Kolkata_Rajarhat,Declining
PROP-B784F75484D8,9.5,600.0,1.5,0.833,0.6,1.0,15.3,0.0,8.73,1.79,0.0,0.0,0.425,0.106,0.088,0.0,2.3514,6.3986,0.6931,0.0,0.0,0.0,0.3542,0.1007,0.0843,Kolkata_Dhakuria,Growth
PROP-C316A15BDC66,9.5,448.0,1.5,0.833,0.5,1.0,10.6,0.0,8.73,1.79,0.0,0.0,0.188,0.134,0.14,0.0,2.3514,6.107,0.6931,0.0,0.0,0.0,0.1723,0.1258,0.131,Kolkata_Baranagar,Growth
PROP-CB2E79DA9387,9.5,480.0,1.5,0.833,1.0,1.0,50.0,11.0,4.73,1.43,0.0,0.0,1.572,0.348,0.271,4.0,2.3514,6.1759,0.6931,2.4849,0.0,0.0,0.9447,0.2986,0.2398,Kolkata_Tollygunge,Stable
PROP-9F7679A5D170,9.5,353.0,1.0,0.833,0.6,1.0,47.5,5.0,7.45,1.58,0.0,0.0,1.391,0.309,0.284,1.0,2.3514,5.8693,0.6931,1.7918,0.0,0.0,0.8717,0.2693,0.25,Kolkata_Rajarhat,Growth
PROP-F440D7179CF3,9.5,483.33,1.0,0.833,0.5,1.0,10.6,0.0,8.22,2.2,0.0,0.0,0.169,0.125,0.147,0.0,2.3514,6.1828,0.6931,0.0,0.0,0.0,0.1561,0.1178,0.1371,Kolkata_Tangra,Growth
PROP-8B0A281F6F67,9.5,557.5,1.5,0.833,0.5,1.0,10.6,0.0,12.74,2.78,0.0,0.0,0.169,0.125,0.147,0.0,2.3514,6.3253,0.6931,0.0,0.0,0.0,0.1561,0.1178,0.1371,Kolkata_Tangra,Growth
PROP-CEE426E3F810,9.5,331.33,1.0,0.604,1.0,1.0,53.0,14.0,8.93,2.27,0.0,0.0,0.89,0.405,0.444,4.0,2.3514,5.8061,0.6931,2.7081,0.0,0.0,0.6366,0.34,0.3674,Kolkata_Kaikhali,Growth
PROP-0E387843AA56,9.5,491.0,1.5,0.833,0.333,1.0,21.5,0.0,8.73,1.79,0.0,0.0,0.555,0.167,0.108,0.0,2.3514,6.1985,0.6931,0.0,0.0,0.0,0.4415,0.1544,0.1026,Kolkata_Agarpara,Growth
