property_master_id,price_inr,city,locality,property_type,bhk,bathrooms,balconies,builtup_area_sqft,floor_no,total_floors,parking,furnishing,facing,latitude,longitude,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,transit_stations_distance_km,accessibility_score,avg_monthly_rent,median_monthly_rent,median_rent_per_sqft,rental_listing_count,hist_hpi_market,hist_qoq_growth,hist_yoy_growth,hist_market_regime,repo_rate,bank_rate,CRR,SLR,repo_rate_change,repo_rate_3m_change,repo_rate_12m_change,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change,rera_registered,project_status,completion_percent,construction_duration_months,project_age,developer_project_count,developer_completion_rate,developer_lapsed_project_count,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_area_per_bhk_log1p,derived_carpet_efficiency_log1p,derived_rent_per_sqft_log1p,historical_locality_median_ppsf,historical_rental_yield_pct,derived_historical_rental_yield_log1p
PROP-D077286584E6,14500000,Bengaluru,Kodathi,Villa,4,1,1,3600,,,,,,13.106699723848248,77.5212153750343,3.047,1.833,4.658,10.126,4.897,9.006,2.22,29.4,21666.67,23000.0,22.86,3.0,120.03,1.49,1.97,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,60,34,56,60,63.0,900.0,0.25,,,6.803505257608338,,3.17220341666977,5833.33,1.3142864653065516,0.839101417698149
PROP-CA8542D90961,2700000,Bengaluru,Bisuvanahalli,Apartment,2,3,0,845,5.0,,,,East,12.8866760054621,77.5868566962224,2.498,1.109,2.581,11.756,6.771,4.002,3.146,41.6,56584.17,35000.0,30.0,1777.0,120.03,1.49,1.97,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,1,Completed,100.0,27.0,46.0,9,1.0,1,58,33,54,58,68.3,422.5,1.5,,,6.048553514092109,,3.4339872044851463,3767.445,13.193063737316493,2.6527533760642057
PROP-CF6E08880751,1200000,Bengaluru,Kariyana Palya,Apartment,2,3,1,1416,1.0,,,,,13.027952113676715,77.54535273392793,3.287,4.057,2.462,1.392,6.693,5.45,3.499,30.5,56584.17,35000.0,30.0,1777.0,120.03,1.49,1.97,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,60,34,56,60,63.0,708.0,1.5,,,6.563855526532128,,3.4339872044851463,5746.700000000001,5.161399925026979,1.818304012281988
PROP-0E01EBC615AD,5500000,Chennai,Perungalathur,Apartment,1,2,0,500,6.0,13.0,,,,12.910005261985884,80.11588154060858,5.024,8.119,7.493,17.203,15.888,6.217,7.816,8.7,,,,,118.41,1.95,2.26,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,61,33,54,61,65.0,500.0,2.0,,0.462,6.2166061010848646,,,4736.84,,
PROP-0A59FFB25139,7100000,Bengaluru,Varthur,Apartment,2,3,0,1170,5.0,,,,,12.815833619069853,77.5181325201549,4.129,3.474,5.955,13.864,2.238,7.003,3.269,24.0,36600.0,35000.0,32.46,15.0,120.03,1.49,1.97,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,1,Ongoing,37.0,46.0,17.0,8,0.5,1,58,33,54,58,68.3,585.0,1.5,,,6.373319789577012,,3.510350695558678,4678.16,7.67340918169449,2.160261929385064
PROP-4A290B303A56,9500000,Bengaluru,Gb Palya,Independent House,8,2,1,697,,,,,,13.1243542921012,77.45470047579342,1.876,1.304,3.06,14.987,5.45,2.147,2.425,41.0,56584.17,35000.0,30.0,1777.0,120.03,1.49,1.97,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,60,34,56,60,63.0,87.125,0.25,,,4.478756261132433,,3.4339872044851463,4444.44,13.558119727416717,2.6781488948288037
PROP-021EB4138479,4000000,Delhi,Mehrauli,Independent House,3,2,1,450,,,,,,28.557439671002843,76.9665274535501,4.01,3.865,1.198,15.203,13.72,7.068,6.75,30.8,20653.85,20000.0,27.78,13.0,120.51,2.09,2.34,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,184,106,173,184,205.7,150.0,0.667,,,5.017279836814924,,3.359680701459222,3750.0,14.22222222222222,2.722756348491905
PROP-C86AD0AFD767,3200000,Delhi,Lal Kuan,Independent House,3,4,1,2000,,,,,,28.829503730441395,77.250614749852,5.694,3.913,4.882,12.961,3.427,8.958,7.819,21.9,41733.14,22000.0,27.78,1758.0,120.51,2.09,2.34,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,218,117,192,218,256.0,666.667,1.333,,,6.503789546248707,,3.359680701459222,8292.68,1.5917652676818592,0.9523392140812712
PROP-BF1D53745752,6000000,Delhi,Mansa Ram Park,Independent House,1,2,0,450,,,,,,28.585740103314112,76.9082969287079,4.494,6.045,7.433,20.428,12.034,7.77,5.61,15.5,10750.0,10750.0,15.24,2.0,120.51,2.09,2.34,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,184,106,173,184,205.7,450.0,2.0,,,6.111467339502679,,2.787477334733532,8292.68,3.456863965167674,1.4944453718849102
PROP-223223122222,20000000,Delhi,Mukherjee Nagar,Independent House,3,3,1,1800,,,,,,28.77095162080207,77.04939141466453,2.662,4.655,1.439,3.895,10.887,8.613,2.501,29.6,187750.0,19500.0,36.39,6.0,120.51,2.09,2.34,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,184,106,173,184,205.7,600.0,1.0,,,6.398594934535208,,3.6214032889890224,10888.025,1.193972276882171,0.7857137258945228
PROP-9594AC7A0E1E,9000000,Chennai,George Town,Apartment,3,3,1,1100,3.0,,,,,12.867407549610466,80.50923254136607,2.885,13.784,8.54,26.291,3.857,15.85,9.953,18.0,,,,,121.15,2.41,5.53,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,1,Ongoing,71.4,28.0,20.0,11,0.455,0,29,15,25,29,51.7,366.667,1.0,,,5.907177637203295,,,5555.56,,
PROP-47BA1AA88BE1,1800000,Delhi,Tughlakabad,Apartment,2,2,1,550,4.0,4.0,,,,28.772773691312263,76.93722243722135,11.729,6.366,4.328,12.562,9.898,14.372,9.9,9.2,41733.14,22000.0,27.78,1758.0,122.06,1.24,3.98,Stable,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,1,Ongoing,66.1,59.0,39.0,16,0.688,3,99,56,92,99,169.0,275.0,1.0,,1.0,5.62040086571715,,3.359680701459222,6860.0,6.997084548104956,2.0790770437716635
PROP-8F26EAD3F4C2,4200000,Chennai,Thiruvanmiyur,Apartment,1,1,1,325,1.0,4.0,,,,12.990429147439,80.23060500756539,4.794,1.268,3.306,3.68,3.98,4.368,0.645,34.5,,,,,121.15,2.41,5.53,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,0,Unregistered,,,,0,1.0,0,29,15,25,29,51.7,325.0,1.0,,0.25,5.786897381366708,,,14000.0,,
PROP-4619D51139E5,13000000,Bengaluru,Attibele Industrial Area,Independent House,8,3,1,1200,,,,,,12.82296657818858,77.69867923818616,3.849,6.045,7.598,9.231,8.649,4.25,3.231,15.9,56584.17,35000.0,30.0,1777.0,122.51,1.83,4.24,Stable,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,0,Unregistered,,,,0,1.0,0,29,16,26,29,51.3,150.0,0.375,,,5.017279836814924,,3.4339872044851463,4266.67,8.2031185913136,2.21954240393186
PROP-A2F87FB52CA3,3690000,Bengaluru,Soppahalli,Villa,2,3,1,850,,,,,,13.040850998835596,77.74279490086076,2.719,2.185,1.605,9.202,5.371,4.945,2.76,36.7,56584.17,35000.0,30.0,1777.0,122.51,1.83,4.24,Stable,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,0,Unregistered,,,,0,1.0,0,33,17,29,33,50.0,425.0,1.5,,,6.054439346269371,,3.4339872044851463,4356.25,11.34272934424846,2.513067172647149
PROP-5BA79494D60C,18000000,Bengaluru,Bangalore City Municipal Corporation Layout,Independent House,2,3,1,1000,,,,,,13.161225274664815,77.43423913082607,5.963,3.378,6.582,19.604,10.008,4.945,6.464,16.7,56584.17,35000.0,30.0,1777.0,122.51,1.83,4.24,Stable,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,0,Unregistered,,,,0,1.0,0,33,17,29,33,50.0,500.0,1.5,,,6.2166061010848646,,3.4339872044851463,5492.639999999999,7.646596172332432,2.157165737411214
PROP-1BE93AC46758,7800000,Chennai,Pallavaram,Independent House,4,3,0,956,,,,,,12.914178766058384,80.45041618317912,7.354,8.857,16.699,20.238,5.357,9.679,5.136,11.4,,,,,121.15,2.41,5.53,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,0,Unregistered,,,,0,1.0,0,29,15,25,29,51.7,239.0,0.75,,,5.480638923341991,,,5828.29,,
PROP-626E1532639A,17000000,Mumbai,Mulund East,Apartment,2,3,0,850,9.0,,,,,19.167586440485607,73.00859489159465,3.247,5.017,4.719,4.065,6.21,6.136,5.981,26.0,37100.0,45000.0,62.26,10.0,121.27,2.25,5.39,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,1,Ongoing,64.8,54.0,35.0,11,0.818,1,51,26,44,51,80.0,425.0,1.5,,,6.054439346269371,,4.147253217877503,17741.94,3.5807477516385404,1.521862249349787
PROP-BA31BA880538,7800000,Bengaluru,Sampigehalli,Independent House,3,3,1,1800,,,,,,12.850184433507708,77.47614213325727,9.349,7.833,3.801,8.331,5.922,3.1,5.819,14.9,34500.0,34500.0,57.8,2.0,122.51,1.83,4.24,Stable,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,0,Unregistered,,,,0,1.0,0,29,16,26,29,51.3,600.0,1.0,0.875,,6.398594934535208,0.6286086594223741,4.074141854904581,5838.225,3.939553545812297,1.5972749517740936
