property_master_id,city,locality,latitude,longitude,property_type,bhk,bathrooms,balconies,parking,carpet_area_sqft,builtup_area_sqft,super_builtup_area_sqft,plot_area_sqft,floor_no,total_floors,year_built,age_years,furnishing,facing,rera_registered,rera_id,listing_date,price_inr,price_lakhs,price_per_sqft,raw__property_name,raw__property_title,raw__price,raw__location,raw__description,rental_listing_count,avg_monthly_rent,median_monthly_rent,p25_monthly_rent,p75_monthly_rent,avg_rent_per_sqft,median_rent_per_sqft,avg_rental_area_sqft,rent_stddev,pct_furnished,pct_semi_furnished,dominant_bhk,rental_join_quality,annual_rent_estimate_inr,rental_yield_pct,listing_quarter,historical_quarter,hist_hpi_assessment,hist_hpi_market,hist_carpet_area_rate,hist_qoq_growth,hist_yoy_growth,hist_market_regime,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change
PROP-455408954327,Bengaluru,Hebbal Kempapura,,,Independent House,3,3,0,,,1560,,,,,,,,,0,,2020-08-15,8000000,80.0,5128.21,"Chiranjeevi Layout, Hebbal Kempapura,Bangalore","3 BHK Independent House for sale in Hebbal Kempapura, Bangalore",₹80.0 L,"Chiranjeevi Layout, Hebbal Kempapura,Bangalore","Check out this 3 BHK Independent House for sale in Hebbal Kempapura, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Independent House is perfect for a modern-day lifestyle. Hebbal Kempapura is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 85.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 1560 Square feet built-up area. The carpet-area is 600 Square feet. The unit has 3 b.",5.0,55600.0,29000.0,28000.0,45000.0,23.12,23.33,2180.0,53313.23,20.0,80.0,2.0,exact_locality,348000.0,4.35,2020-Q3,2020-Q2,118.06,117.59,5947.57,-0.38,4.44,Stable,81.1,6.71,1.76,5.1
PROP-98388DA9E4B3,Bengaluru,Bannerughatta,,,Independent House,2,2,0,,,720,,,,,,,,East,0,,2019-11-15,4500000,45.0,6250.0,"Bannerughatta, Bangalore","2 BHK Independent House for sale in Bannerughatta, Bangalore",₹45.0 L,"Bannerughatta, Bangalore","Check out this 2 BHK Independent House for sale in Bannerughatta, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Independent House is perfect for a modern-day lifestyle. Bannerughatta is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 44.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 720 Square feet built-up area. The carpet-area is 580 Square feet. It is a East-facing pro.",1777.0,56584.17,35000.0,20000.0,65000.0,34.73,30.0,1482.07,73289.53,16.21,64.55,2.0,city_fallback,420000.0,9.3333,2019-Q4,2019-Q3,114.44,113.91,5774.36,1.24,8.37,Growth,77.5,4.59,1.97,3.4
PROP-384E1963AFB1,Bengaluru,Electronic City,,,Apartment,2,3,1,,,1145,,,,,,,,East,0,,2019-11-15,4950000,49.5,4323.14,Vishnu Woodstock,"2 BHK Flat for sale in Electronic City, Bangalore",₹49.5 L,"Electronics City Phase 1, Electronic City,Bangalore","Property is east facing with very good ventilation and day light. Property is located in ground floor and it has furnished kitchen. It has view of garden and jogging track. It is BDA approved with cc/oc and loan is available from all the leading banks. More About This Property Check out this 2 BHK Apartment for sale in Electronic City, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Electronic City is a promising location in Bengaluru and this is one of the finest properties in the area.",25.0,36560.0,30000.0,14000.0,42000.0,26.36,23.64,1426.24,28527.88,20.0,72.0,2.0,exact_locality,360000.0,7.2727,2019-Q4,2019-Q3,114.44,113.91,5774.36,1.24,8.37,Growth,77.5,4.59,1.97,3.4
PROP-0C7348FE202B,Bengaluru,Jp Nagar,,,Independent House,5,1,1,,3200.0,3800,,,,,,,,North,0,,2022-08-15,22500000,225.0,5921.05,"9th Phase, JP Nagar,Bangalore","5 BHK Independent House for sale in JP Nagar, Bangalore",₹2.25 Cr,"9th Phase, JP Nagar,Bangalore","Property for sale in JP Nagar, Bengaluru. This 5 BHK Independent House is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 2.25 Cr. Homebuyers will also need to pay Rs 1 towards maintenance. This Independent House is a spacious unit, with carpet area of 3200 Square feet and is ideal for families. The built-up area is 3800 Square feet. The property has 5 bedrooms and 6 bathroom. This unit enjoys a good view and is a North facing property. Other amenities include Garden. Regular water supply .",15.0,50566.67,38000.0,19000.0,50500.0,34.23,26.82,1345.47,48868.95,13.33,66.67,3.0,exact_locality,456000.0,2.0267,2022-Q3,2022-Q2,137.24,136.83,6862.78,2.79,11.52,Growth,91.3,6.66,1.9,5.7
PROP-BA8A2883586F,Bengaluru,Horamavu,,,Independent House,4,4,1,,,2200,,,,,,,,North,0,,2018-05-15,12000000,120.0,5454.55,"Horamavu Agara, Horamavu,Bangalore","4 BHK Independent House for sale in Horamavu, Bangalore",₹1.2 Cr,"Horamavu Agara, Horamavu,Bangalore","2200Sq. Ft. Built up area North facing site and door located in a very calm residential layout Kaveri Defence Layout, 3BHK duplex house with 2 dressing room attached to 1st floor bathrooms and 2 balconies. 6000 litres capacity sump with corporation water. 1200 sq ft plot area More About This Property Best 4 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 4 BHK property for sale in one of Bengaluru's top location, Horamavu. The property price of this unit is Rs 1.2 Cr. Monthly maintenance costs Rs 0. The built-up area i.",12.0,60583.33,35500.0,18750.0,100000.0,23.93,23.62,2182.17,55245.66,8.33,83.33,2.0,exact_locality,426000.0,3.55,2018-Q2,2018-Q1,102.5,101.8,5200.0,0.0,0.0,Declining,72.2,0.0,0.14,0.0
PROP-A11A6981D3A5,Bengaluru,Krishnarajapura,,,Apartment,2,3,0,,,1195,,,3.0,5.0,,,,,0,,2022-02-15,4900000,49.0,4100.42,Anvitha Delight,"2 BHK Flat for sale in Krishnarajapura, Bangalore",₹49.0 L,"Krishnarajapura, Bangalore","Looking for a good 2 BHK Apartment in K R Puram, Bengaluru? This property is in one of Bengaluru's most popular locations. This is a no brokerage property. The property is on floor 3. Total number of floors is 5. This Apartment is available for Rs 49.0 L. This modern unit has a built-up area of 1195 Square feet. The carpet area of this Apartment is 1125 Square feet. There are 2 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Sathya Sai Orthopaedic and Multi-specialty Hospital, Manipal Hospital Whitefield, and Narayana Multispeciality Hospital, Whitefield. E.",1777.0,56584.17,35000.0,20000.0,65000.0,34.73,30.0,1482.07,73289.53,16.21,64.55,2.0,city_fallback,420000.0,8.5714,2022-Q1,2021-Q4,129.53,128.96,6495.49,1.94,8.78,Growth,87.3,6.08,0.11,5.0
PROP-1EDFBB744D36,Bengaluru,Hbr Layout,,,Independent House,2,3,1,1.0,,1900,,,,,,,,,0,,2020-05-15,9100000,91.0,4789.47,"Ashwath Nagar, HBR Layout,Bangalore","2 BHK Independent House for sale in HBR Layout, Bangalore",₹91.0 L,"Ashwath Nagar, HBR Layout,Bangalore","BDA Property: *Dimension-[6x9] meters *Plan approved *Bore Well *Ground Floor- 1BHK + Car Parking *First Floor-2BHK *Second Floor-2BHK Address-No 233 16th block Arkavathy Layout Thanisandra Bangalore 560077. More About This Property Looking for a 2 BHK Independent House for sale in Bengaluru? Your search ends here. Buy this 2 BHK property in Bengaluru's finest location, HBR Layout. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 92.0 L. Maintenance charges in this property is Rs 0. The built up area of this .",6.0,28083.33,30000.0,16500.0,36000.0,28.58,29.79,958.33,15672.96,16.67,33.33,1.0,exact_locality,360000.0,3.956,2020-Q2,2020-Q1,118.51,117.94,5969.01,1.5,7.77,Growth,79.7,7.12,0.76,5.3
PROP-6D1FAB6D3730,Bengaluru,Cooke Town,,,Independent House,3,4,1,,1305.0,2400,,,,,,,,East,0,,2021-05-15,20000000,200.0,8333.33,"Lazar Layout, Cooke Town,Bangalore","3 BHK Independent House for sale in Cooke Town, Bangalore",₹2.0 Cr,"Lazar Layout, Cooke Town,Bangalore","Property for sale in Cooke Town, Bengaluru. This 3 BHK Independent House is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 2.0 Cr. Homebuyers will also need to pay Rs 0 towards maintenance. This Independent House is a spacious unit, with carpet area of 1305 Square feet and is ideal for families. The built-up area is 2400 Square feet. The property has 3 bedrooms and 2 bathroom. This unit enjoys a good view and is a East facing property. This Independent House is strategically located withi.",2.0,52750.0,52750.0,47625.0,57875.0,39.25,39.25,1375.0,14495.69,0.0,100.0,2.0,exact_locality,633000.0,3.165,2021-Q2,2021-Q1,120.85,120.03,6081.07,1.49,1.97,Stable,83.1,4.27,0.97,3.4
PROP-CAC9B120EB49,Bengaluru,Attibele,,,Independent House,3,3,0,1.0,,1300,,,,,,,,,0,,2020-05-15,5500000,55.0,4230.77,"Attibele, Bangalore","3 BHK Independent House for sale in Attibele, Bangalore",₹55.0 L,"Attibele, Bangalore","Independent Duplex Villas For Sale, Two units are Available. This 3 BHK, 1300 sqft duplex house is constructed in a 705 sqft (40*17.5 sqft) land area and designed by an architect is a high quality house and it is located in Upkar Habitat Layout, a well planned gated community with wide roads parks and a swimming pool. It is a well designed spacious property with 3 bathrooms. Additional rooms can be constructed. The house is available for INR 55,00,000/- negotiable. Reserved covered car and two wheeler parking is available for residents. The house comes with high quality granite flooring and wo.",5.0,22400.0,22000.0,18000.0,30000.0,21.31,22.86,1103.2,8988.88,40.0,20.0,2.0,exact_locality,264000.0,4.8,2020-Q2,2020-Q1,118.51,117.94,5969.01,1.5,7.77,Growth,79.7,7.12,0.76,5.3
PROP-2A0C4AC155D9,Bengaluru,Banashankari,,,Apartment,3,3,0,1.0,,1240,,,1.0,,,,Semi-Furnished,,0,,2021-02-15,8500000,85.0,6854.84,"Shivadurga Millennium,Banashankari 3rd Stage, Banashankari,Bangalore","3 BHK Flat for sale in Banashankari, Bangalore",₹85.0 L,"Shivadurga Millennium,Banashankari 3rd Stage, Banashankari,Bangalore","A-Khatha 3BHK semi furnished flat for sale in a prime BDA location of Banashankari 3rd Stage.Covered car parking,CCTV, Cauvery, Lift, Power backup of 1 KW. More About This Property Check out this 3 BHK Apartment for sale in Banashankari, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Banashankari is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project .",11.0,58690.91,66300.0,21900.0,80000.0,27.4,27.88,1995.09,44203.54,0.0,54.55,3.0,exact_locality,795600.0,9.36,2021-Q1,2020-Q4,119.07,118.5,5996.14,1.61,1.98,Stable,82.3,4.05,-1.32,3.2
PROP-0CAFCDA77290,Bengaluru,Gnana Bharathi,,,Independent House,4,2,1,1.0,,600,,,,,,,,,0,,2020-05-15,11800000,118.0,19666.67,"Mariyappanapalya, Gnana Bharathi,Bangalore","4 BHK Independent House for sale in Gnana Bharathi, Bangalore",₹1.18 Cr,"Mariyappanapalya, Gnana Bharathi,Bangalore","Price : **FIXED AND FINAL PRICE** NO NEGOTIATION AND NO BROKERAGES** 3 Year old BDA 20*30 Duplex House, WEST FACE NORTH DOOR, BORE and BWSSB Water supply, Ground Full Parking. More About This Property Looking for a 4 BHK Independent House for sale in Bengaluru? Your search ends here. Buy this 4 BHK property in Bengaluru's finest location, Gnana Bharathi. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 1.18 Cr. Maintenance charges in this property is Rs 0. The built up area of this property is 600 Square feet.",1777.0,56584.17,35000.0,20000.0,65000.0,34.73,30.0,1482.07,73289.53,16.21,64.55,2.0,city_fallback,420000.0,3.5593,2020-Q2,2020-Q1,118.51,117.94,5969.01,1.5,7.77,Growth,79.7,7.12,0.76,5.3
PROP-4A2923164198,Bengaluru,Vidyamanya Nagar,,,Independent House,3,3,0,,,1200,,,,,,,,,0,,2022-02-15,5800000,58.0,4833.33,"Vidyamanya Nagar, Bangalore","3 BHK Independent House for sale in Vidyamanya Nagar, Bangalore",₹58.0 L,"Vidyamanya Nagar, Bangalore","3 BHK Independent House for sale in Vidyamanya Nagar, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Vidyamanya Nagar which is a promising investment destination in Bengaluru. This might be your chance to grab the best 3 BHK property for sale in Vidyamanya Nagar. This 3 BHK Independent House is available at a reasonable price of Rs 58.0 L. Residents also need to pay maintenance charges of Rs 0. It is a very spacious property, spread over 600 Square feet. The built-up area is 1200 Square feet. This prope.",1777.0,56584.17,35000.0,20000.0,65000.0,34.73,30.0,1482.07,73289.53,16.21,64.55,2.0,city_fallback,420000.0,7.2414,2022-Q1,2021-Q4,129.53,128.96,6495.49,1.94,8.78,Growth,87.3,6.08,0.11,5.0
PROP-99CA77FC3797,Bengaluru,Uttarahalli Hobli,,,Apartment,2,3,1,,820.0,1000,,,1.0,,,,,,0,,2021-11-15,4190000,41.9,4190.0,Navya Residency,"2 BHK Flat for sale in Uttarahalli Hobli, Bangalore",₹41.9 L,"Ramanjaneyanagar, Uttarahalli Hobli,Bangalore","Looking for a 2 BHK Apartment for sale in Bengaluru? Your search ends here. Buy this 2 BHK property in Bengaluru's finest location, Chikkalasandra. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 4 floors. This Apartment is available at a reasonable price of Rs 41.9 L. Maintenance charges in this property is Rs 1000. The built up area of this property is 1000 Square feet. It is spacious for a family and this property has a carpet area of 820 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such .",1777.0,56584.17,35000.0,20000.0,65000.0,34.73,30.0,1482.07,73289.53,16.21,64.55,2.0,city_fallback,420000.0,10.0239,2021-Q4,2021-Q3,127.07,126.45,6378.29,3.26,8.44,Growth,87.2,4.56,1.87,3.8
PROP-2733004DFB4F,Bengaluru,Hennur,,,Independent House,3,3,1,,,1850,,,,,,,,,0,,2018-08-15,7300000,73.0,3945.95,"Vadarpalya, Hennur,Bangalore","3 BHK Independent House for sale in Hennur, Bangalore",₹73.0 L,"Vadarpalya, Hennur,Bangalore","3 BHK Independent House for sale in Bengaluru. This property is in Hennur, which is a coveted investment location. This tastefully designed 3 BHK unit is among Bengaluru's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 78.0 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1850 Square feet. Some of the very well-known and reputed speciality hospitals like Motherhood Hospital, Gynecologist & Pediatrician HRB.",12.0,81166.67,42000.0,25500.0,127500.0,41.85,32.38,1750.58,71546.34,25.0,66.67,2.0,exact_locality,504000.0,6.9041,2018-Q3,2018-Q2,104.51,103.56,5296.71,1.96,0.0,Declining,73.6,0.0,1.94,0.0
PROP-080724F43710,Bengaluru,Jagajeevanram Nagar,,,Independent House,9,3,1,,,3300,,,,,,,,,0,,2019-08-15,12000000,120.0,3636.36,"Binny Pete, Jagajeevanram Nagar,Bangalore","9 BHK Independent House for sale in Jagajeevanram Nagar, Bangalore",₹1.2 Cr,"Binny Pete, Jagajeevanram Nagar,Bangalore","9 BHK Independent House for sale in Jagajeevanram Nagar, Bengaluru. This 9 BHK unit is available in Jagajeevanram Nagar and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Jagajeevanram Nagar. The price of this Independent House is Rs 1.2 Cr. The built-up area is 3300 Square feet. There are 9 bedrooms and 0 bathroom. This property is at a walking distance from BRINDHAVVAN AREION HOSPITAL, Sri Shankara Cancer Foundation, and Apollo Clinic. The city's best sc.",1777.0,56584.17,35000.0,20000.0,65000.0,34.73,30.0,1482.07,73289.53,16.21,64.55,2.0,city_fallback,420000.0,3.5,2019-Q3,2019-Q2,113.04,112.5,5706.87,2.79,8.16,Growth,76.0,3.26,2.15,2.4
PROP-C6322C8B8045,Bengaluru,Horamavu,,,Independent House,4,4,1,,,2400,,,,,,,,,0,,2018-11-15,15000000,150.0,6250.0,"Coconut Grove Layout, Horamavu,Bangalore","4 BHK Independent House for sale in Horamavu, Bangalore",₹1.5 Cr,"Coconut Grove Layout, Horamavu,Bangalore","A 4 BHK Independent House for sale in Horamavu, Bengaluru. Posted by Owner, No brokerage involved. This beautifully designed 4 BHK unit with all the modern-day comforts is one of Horamavu's most desired properties. Contact now for more information. The price of this Independent House is Rs 1.5 Cr. Maintenance charges come to Rs 0. Each unit has a built-up area of 2400 Square feet. The carpet area is 2000 Square feet. There are 4 bedrooms. There is provision for 0 bathroom. This residential property is near Deva Matha Central School, Little Millennium - Horamavu, and Little Elly - HORAMAVU. It .",12.0,60583.33,35500.0,18750.0,100000.0,23.93,23.62,2182.17,55245.66,8.33,83.33,2.0,exact_locality,426000.0,2.84,2018-Q4,2018-Q3,105.6,104.96,5349.2,1.04,0.0,Declining,74.1,0.0,0.68,0.0
PROP-0C2066E9E049,Bengaluru,Banashankari,,,Independent House,4,1,1,,1800.0,2000,,,,,,,,,0,,2019-08-15,7500000,75.0,3750.0,Banashankari Residency,"4 BHK Independent House for sale in Banashankari, Bangalore",₹75.0 L,"Banashankari 3rd Stage, Banashankari,Bangalore","Property for sale in Banashankari, Bengaluru. This 4 BHK Independent House is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 75.0 L. Homebuyers will also need to pay Rs 1000 towards maintenance. This Independent House is a spacious unit, with carpet area of 1800 Square feet and is ideal for families. The built-up area is 2000 Square feet. The property has 4 bedrooms and 4 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as N.",11.0,58690.91,66300.0,21900.0,80000.0,27.4,27.88,1995.09,44203.54,0.0,54.55,3.0,exact_locality,795600.0,10.608,2019-Q3,2019-Q2,113.04,112.5,5706.87,2.79,8.16,Growth,76.0,3.26,2.15,2.4
PROP-08917B3C19DB,Bengaluru,Horamavu,,,Apartment,2,3,1,1.0,,1030,,,,,,,Semi-Furnished,East,0,,2019-11-15,4500000,45.0,4368.93,Prakrith Palms Apartments,"2 BHK Flat for sale in Horamavu, Bangalore",₹45.0 L,"M Vishveshvaraiah Nagar, Horamavu,Bangalore","Its very close to schools, hospitals and upcoming metro station. Its east facing vastu compliant flat with no common wall and very well ventilated We have amenities like gym, party hall, kids play area, walking track, jogging track with ample amount of open space and water supply. Flat is having one very spacious covered car parking. Flat is semi furnished with wardrobes in both bedrooms and modular kitchen work. More About This Property 2 BHK Apartment for sale in Bengaluru. This property is in Horamavu, which is a coveted investment location. This tastefully designed 2 BHK unit is among Be.",12.0,60583.33,35500.0,18750.0,100000.0,23.93,23.62,2182.17,55245.66,8.33,83.33,2.0,exact_locality,426000.0,9.4667,2019-Q4,2019-Q3,114.44,113.91,5774.36,1.24,8.37,Growth,77.5,4.59,1.97,3.4
PROP-017B72AECABE,Bengaluru,Krishnarajapura,,,Apartment,2,3,1,,,1009,,,2.0,4.0,,,,,0,,2022-11-15,4250000,42.5,4212.09,"SLV Sun Grove by SLV constructions,Kumbena Agrahara, Krishnarajapura,Bangalore","2 BHK Flat for sale in Krishnarajapura, Bangalore",₹42.5 L,"SLV Sun Grove by SLV constructions,Kumbena Agrahara, Krishnarajapura,Bangalore","Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Bengaluru's top location, K R Puram. It is situated on floor 2. The total number of floors in this Apartment is 4. The property price of this unit is Rs 42.5 L. Monthly maintenance costs Rs 2500. The carpet area of this unit is 850 Square feet. The built-up area is 1009 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Govt Primary School Kumbena Agrahara, T.",1777.0,56584.17,35000.0,20000.0,65000.0,34.73,30.0,1482.07,73289.53,16.21,64.55,2.0,city_fallback,420000.0,9.8824,2022-Q4,2022-Q3,140.01,139.38,6994.17,2.02,10.18,Growth,93.1,6.77,1.97,5.9
PROP-5A776B4F1FE1,Bengaluru,Thotada Guddadhalli Village,,,Independent House,4,3,1,,,1800,,,,,,,,,0,,2022-11-15,8700000,87.0,4833.33,"Thotada Guddadhalli Village, Bangalore","4 BHK Independent House for sale in Thotada Guddadhalli Village, Bangalore",₹87.0 L,"Thotada Guddadhalli Village, Bangalore","One of the finest property in Thotada Guddadhalli Village is now available for sale. This is a 4 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 87.0 L. Other charges when you move into this property include maintenance, which is Rs 100. This Independent House is spacious with a built-up area of 1800 Square feet. The carpet area is 1800 Square feet. There are 8 bedrooms and 3 bathroom. This property ensures you are a quick distance away from the city's best schools such as Vashu School, Govt School Totadaguddadahalli, and Govrnment P.",1777.0,56584.17,35000.0,20000.0,65000.0,34.73,30.0,1482.07,73289.53,16.21,64.55,2.0,city_fallback,420000.0,4.8276,2022-Q4,2022-Q3,140.01,139.38,6994.17,2.02,10.18,Growth,93.1,6.77,1.97,5.9
PROP-839D1A608D10,Bengaluru,Kadugondanahalli,,,Apartment,2,2,1,,700.0,750,,,2.0,3.0,,,,,0,,2021-05-15,2700000,27.0,3600.0,"Stage 3, Kadugondanahalli,Bangalore","2 BHK Flat for sale in Kadugondanahalli, Bangalore",₹27.0 L,"Stage 3, Kadugondanahalli,Bangalore","2 BHK Apartment for sale in Kadugondanahalli, Bengaluru. This 2 BHK unit is available in Kadugondanahalli and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Kadugondanahalli. It is on floor 2. The total number of floors is 3. The price of this Apartment is Rs 27.0 L. Residents in this project also pay monthly maintenance charges of Rs 750. It is a good, spacious Apartment unit with carpet area of 700 Square feet. The built-up area is 750 Square feet. There.",2.0,70000.0,70000.0,40000.0,100000.0,31.55,31.55,1700.0,84852.81,50.0,0.0,2.0,exact_locality,840000.0,31.1111,2021-Q2,2021-Q1,120.85,120.03,6081.07,1.49,1.97,Stable,83.1,4.27,0.97,3.4
PROP-CEF6F57C94F4,Bengaluru,Banashankari,,,Apartment,5,4,1,1.0,,2925,,,4.0,,,,Fully-Furnished,,0,,2020-05-15,28500000,285.0,9743.59,"Matsya Residency ,Banashankari 3rd Stage, Banashankari,Bangalore","5 BHK Flat for sale in Banashankari, Bangalore",₹2.85 Cr,"Matsya Residency ,Banashankari 3rd Stage, Banashankari,Bangalore","It s a luxurious apartment fully furnished with teak wood. One covered car parking with two wheelers. More About This Property A 5 BHK Apartment for sale in Banashankari, Bengaluru. Posted by Owner, No brokerage involved. This beautifully designed 5 BHK unit with all the modern-day comforts is one of Banashankari's most desired properties. Contact now for more information. This 5 BHK unit is on floor 4. There are 4 floors in this property. The price of this Apartment is Rs 2.75 Cr. Maintenance charges come to Rs 4000. Each unit has a built-up area of 2925 Square feet. The carpet area is 2700 S.",11.0,58690.91,66300.0,21900.0,80000.0,27.4,27.88,1995.09,44203.54,0.0,54.55,3.0,exact_locality,795600.0,2.7916,2020-Q2,2020-Q1,118.51,117.94,5969.01,1.5,7.77,Growth,79.7,7.12,0.76,5.3
PROP-D1FF360C06B2,Bengaluru,Jp Nagar,,,Independent House,3,4,1,,2250.0,2300,,,,,,,,,0,,2019-08-15,11500000,115.0,5000.0,"9th Phase, JP Nagar,Bangalore","3 BHK Independent House for sale in JP Nagar, Bangalore",₹1.15 Cr,"9th Phase, JP Nagar,Bangalore","3 BHK Independent House for sale in JP Nagar, Bengaluru. This 3 BHK unit is available in JP Nagar and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in JP Nagar. The price of this Independent House is Rs 1.2 Cr. It is a good, spacious Independent House unit with carpet area of 2250 Square feet. The built-up area is 2300 Square feet. There are 3 bedrooms and 0 bathroom. This property is at a walking distance from Shri Sai Ganesh Clinic, Vestige Marketing India.",15.0,50566.67,38000.0,19000.0,50500.0,34.23,26.82,1345.47,48868.95,13.33,66.67,3.0,exact_locality,456000.0,3.9652,2019-Q3,2019-Q2,113.04,112.5,5706.87,2.79,8.16,Growth,76.0,3.26,2.15,2.4
PROP-ADA685FC5E27,Bengaluru,Rajajinagar,,,Independent House,6,3,1,,600.0,1800,,,,,,,,,0,,2018-11-15,12500000,125.0,6944.44,"Prakashnagar,Prakash Nagar, Rajajinagar,Bangalore","6 BHK Independent House for sale in Rajajinagar, Bangalore",₹1.25 Cr,"Prakashnagar,Prakash Nagar, Rajajinagar,Bangalore","Property for sale in Rajajinagar, Bengaluru. This 6 BHK Independent House is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 1.25 Cr. Homebuyers will also need to pay Rs 500 towards maintenance. This Independent House is a spacious unit, with carpet area of 600 Square feet and is ideal for families. The built-up area is 1800 Square feet. The property has 6 bedrooms and 6 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as For.",1777.0,56584.17,35000.0,20000.0,65000.0,34.73,30.0,1482.07,73289.53,16.21,64.55,2.0,city_fallback,420000.0,3.36,2018-Q4,2018-Q3,105.6,104.96,5349.2,1.04,0.0,Declining,74.1,0.0,0.68,0.0
PROP-B8611EC4724C,Bengaluru,Basavanagudi,,,Apartment,3,3,0,1.0,,1501,,,3.0,,,,,,0,,2021-02-15,11800000,118.0,7861.43,A-Knight Swasthall,"3 BHK Flat for sale in Basavanagudi, Bangalore",₹1.18 Cr,"Basavanagudi, Bangalore","3 BHK spacious and quality flats. Sufficient car parking and property is in the heart of the city. Just 20 mtrs from Metro station. More About This Property Looking for a 3 BHK Apartment for sale in Bengaluru? Your search ends here. Buy this 3 BHK property in Bengaluru's finest location, Basavanagudi. This is an owner listed property and there is no brokerage involved. It is on floor 3 out of 5 floors. This Apartment is available at a reasonable price of Rs 1.29 Cr. Maintenance charges in this property is Rs 2500. The built up area of this property is 1501 Square feet. This property is North .",2.0,14500.0,14500.0,12750.0,16250.0,17.86,17.86,800.0,4949.75,0.0,50.0,1.0,exact_locality,174000.0,1.4746,2021-Q1,2020-Q4,119.07,118.5,5996.14,1.61,1.98,Stable,82.3,4.05,-1.32,3.2
PROP-4F697A9257D1,Bengaluru,Yeshwanthpur,,,Independent House,4,3,1,,,1300,,,,,,,,East,0,,2022-02-15,12000000,120.0,9230.77,"Phase 1, Yeshwanthpur,Bangalore","4 BHK Independent House for sale in Yeshwanthpur, Bangalore",₹1.2 Cr,"Phase 1, Yeshwanthpur,Bangalore","4 BHK Independent House for sale in Bengaluru. This property is in Yeshwanthpur, which is a coveted investment location. This tastefully designed 4 BHK unit is among Bengaluru's best properties. No brokerage to be paid for this property. This 4 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 1.2 Cr. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1300 Square feet. The carpet area is 600 Square feet. This is a East facing property. It has 4 bathroom and 12 bedrooms. This is a.",1777.0,56584.17,35000.0,20000.0,65000.0,34.73,30.0,1482.07,73289.53,16.21,64.55,2.0,city_fallback,420000.0,3.5,2022-Q1,2021-Q4,129.53,128.96,6495.49,1.94,8.78,Growth,87.3,6.08,0.11,5.0
