property_master_id,city,locality,latitude,longitude,property_type,bhk,bathrooms,balconies,parking,carpet_area_sqft,builtup_area_sqft,super_builtup_area_sqft,plot_area_sqft,floor_no,total_floors,year_built,age_years,furnishing,facing,rera_registered,rera_id,listing_date,price_inr,price_lakhs,price_per_sqft,raw__property_name,raw__property_title,raw__price,raw__location,raw__description,rental_listing_count,avg_monthly_rent,median_monthly_rent,p25_monthly_rent,p75_monthly_rent,avg_rent_per_sqft,median_rent_per_sqft,avg_rental_area_sqft,rent_stddev,pct_furnished,pct_semi_furnished,dominant_bhk,rental_join_quality,annual_rent_estimate_inr,rental_yield_pct,listing_quarter,historical_quarter,hist_hpi_assessment,hist_hpi_market,hist_carpet_area_rate,hist_qoq_growth,hist_yoy_growth,hist_market_regime,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change
PROP-DBE13E0A834E,Hyderabad,Serilingampally,,,Apartment,4,4,1,,2500.0,2925,,,17.0,20.0,,,,,0,,2018-08-15,23000000,230.0,7863.25,SMR Vinay Iconia Phase 2,"4 BHK Flat for sale in Serilingampally, Hyderabad",₹2.3 Cr,"Sri Maruthi Nagar Colony, Serilingampally,Hyderabad","4 BHK Apartment for sale in Serilingampally, Hyderabad. This 4 BHK unit is available in Serilingampally and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Serilingampally. It is on floor 17. The total number of floors is 20. Residents in this project also pay monthly maintenance charges of Rs 11700. It is a good, spacious Apartment unit with carpet area of 2500 Square feet. The built-up area is 2925 Square feet. There are 4 bedrooms and 3 bathroom. This pr.",,,,,,,,,,,,,none,,,2018-Q3,2018-Q2,104.61,103.76,4871.14,1.56,0.0,Declining,73.6,0.0,1.94,0.0
PROP-A4B48ABE72C7,Hyderabad,Bachupally,,,Apartment,2,3,1,,,1192,,,2.0,5.0,,,,,0,,2020-05-15,8500000,85.0,7130.87,Fortune Green Mayura,"2 BHK Flat for sale in Bachupally, Hyderabad",₹85.0 L,"Bachupally, Hyderabad","Check out this 2 BHK Apartment for sale in Bachupally, Hyderabad. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Bachupally is a promising location in Hyderabad and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 2. The total number of floors in this project is 5. The property's price is Rs 85.0 L. This property is a modern-day abode, with 1192 Square feet built-up area. The unit has 2 bedrooms and 2 bathroom. Residents in this Apartment ca.",,,,,,,,,,,,,none,,,2020-Q2,2020-Q1,117.44,117.57,5437.51,1.95,7.82,Growth,79.7,7.12,0.76,5.3
PROP-4DD4BAA8486F,Hyderabad,Kokapet,,,Apartment,3,4,1,,,2240,,,22.0,39.0,,,,East,0,,2022-11-15,18000000,180.0,8035.71,ASBL Spire,"3 BHK Flat for sale in Kokapet, Hyderabad",₹1.8 Cr,"Kokapet, Hyderabad","3 BHK Apartment for sale in Kokapet, Hyderabad. This 3 BHK unit is available in Kokapet and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Kokapet. It is on floor 22. The total number of floors is 39. The price of this Apartment is Rs 1.8 Cr. Residents in this project also pay monthly maintenance charges of Rs 5000. The built-up area is 2240 Square feet. There are 3 bedrooms and 3 bathroom. The property is East-facing. This building is equipped with lift. .",,,,,,,,,,,,,none,,,2022-Q4,2022-Q3,144.53,147.12,6623.48,3.48,13.7,Growth,93.1,6.77,1.97,5.9
PROP-46CF13FC01CF,Hyderabad,Serilingampally,,,Apartment,3,3,1,,,1800,,,11.0,15.0,,,,,0,,2022-05-15,20000000,200.0,11111.11,My Home Mangala,"3 BHK Flat for sale in Serilingampally, Hyderabad",₹2.0 Cr,"KMR Estates, Serilingampally,Hyderabad","3 BHK Apartment for sale in Serilingampally, Hyderabad with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Serilingampally which is a promising investment destination in Hyderabad. This might be your chance to grab the best 3 BHK property for sale in Serilingampally. The property is on floor 11 and the total number of floors is 15. This 3 BHK Apartment is available at a reasonable price of Rs 2.0 Cr. Residents also need to pay maintenance charges of Rs 10000. It is a very spacious property, spread over 1650 Square feet. The b.",,,,,,,,,,,,,none,,,2022-Q2,2022-Q1,135.57,137.38,6232.41,3.37,12.07,Growth,89.6,7.82,2.63,6.5
PROP-866FE4CA02EE,Hyderabad,Peeramcheru,,,Apartment,3,3,1,,,1623,,,14.0,19.0,,,,East,0,,2020-05-15,12500000,125.0,7701.79,Indis PBEL City,"3 BHK Flat for sale in Peeramcheru, Hyderabad",₹1.25 Cr,"Peeramcheru, Hyderabad","Best 3 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Hyderabad's top location, Peeramcheru. It is situated on floor 14. The total number of floors in this Apartment is 19. The property price of this unit is Rs 1.25 Cr. Monthly maintenance costs Rs 2500. The built-up area is 1623 Square feet. There are 3 bedrooms and 3 bathroom. This property enjoys a good view and is East-facing. This property in Peeramcheru, Hyderabad has lift facility as well. It is a safe premise with cctv facility. Other.",,,,,,,,,,,,,none,,,2020-Q2,2020-Q1,117.44,117.57,5437.51,1.95,7.82,Growth,79.7,7.12,0.76,5.3
PROP-42636804E44B,Hyderabad,Nanakaramguda,,,Apartment,1,3,0,,,1398,,,13.0,18.0,,,,,0,,2021-11-15,9500000,95.0,6795.42,Pacifica Hillcrest,"1 BHK Flat for sale in Nanakaramguda, Hyderabad",₹95.0 L,"Financial District, Nanakaramguda,Hyderabad","Check out this 1 BHK Apartment for sale in Nanakramguda, Hyderabad. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Apartment is perfect for a modern-day lifestyle. Nanakramguda is a promising location in Hyderabad and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 13. The total number of floors in this project is 18. The property's price is Rs 95.0 L. This property is a modern-day abode, with 1398 Square feet built-up area. The carpet-area is 859 Square feet. The unit has 1 bedroom and 2.",,,,,,,,,,,,,none,,,2021-Q4,2021-Q3,127.12,128.6,5862.72,3.13,9.25,Growth,87.2,4.56,1.87,3.8
PROP-839F34EDCFF3,Hyderabad,Bollaram Industrial Area,,,Apartment,3,3,1,,,1695,,,6.0,8.0,,,,East,0,,2021-11-15,10200000,102.0,6017.7,Risinia Trendilla,"3 BHK Flat for sale in Bollaram Industrial Area, Hyderabad",₹1.02 Cr,"ASR Brindavan Colony, Bollaram Industrial Area,Hyderabad","Looking for a good 3 BHK Apartment in Bachupally, Hyderabad? This property is in one of Hyderabad's most popular locations. This is a no brokerage property. The property is on floor 6. Total number of floors is 8. This Apartment is available for Rs 1.02 Cr. This modern unit has a built-up area of 1695 Square feet. This property has a good view and is East-facing. There are 3 bedrooms and 3 bathroom. Lift is available in this Apartment. This is a gated community. Cctv facility is provided to ensure safety. Sports enthusiasts have multiple options such as Gym, Garden, Sports Facility, Swimming P.",,,,,,,,,,,,,none,,,2021-Q4,2021-Q3,127.12,128.6,5862.72,3.13,9.25,Growth,87.2,4.56,1.87,3.8
PROP-27B9284010CE,Hyderabad,Bolarum,,,Apartment,2,3,0,,651.0,842,,,3.0,,,,,East,0,,2018-05-15,5300000,53.0,6294.54,Indis VB City,"2 BHK Flat for sale in Bolarum, Hyderabad",₹53.0 L,"Railway Employees Colony, Bolarum,Hyderabad","Looking for a 2 BHK Apartment for sale in Hyderabad? Your search ends here. Buy this 2 BHK property in Hyderabad's finest location, Bolarum. This is an owner listed property and there is no brokerage involved. It is on floor 3 out of 5 floors. This Apartment is available at a reasonable price of Rs 53.0 L. The built up area of this property is 842 Square feet. It is spacious for a family and this property has a carpet area of 651 Square feet. This property is East facing. There are 2 bedrooms and 2 bathroom. The Apartment has lift facility. It is a thoroughly safe premise with cctv facility. O.",,,,,,,,,,,,,none,,,2018-Q2,2018-Q1,103.0,102.1,4800.0,0.0,0.0,Declining,72.2,0.0,0.14,0.0
PROP-00C747214BC5,Hyderabad,Rajendra Nagar,,,Apartment,1,2,0,,,400,,,7.0,,,,,,0,,2022-05-15,3600000,36.0,9000.0,Provident Kenworth,"1 BHK Flat for sale in Rajendra Nagar, Hyderabad",₹36.0 L,"Police Quaters, Rajendra Nagar,Hyderabad","Looking for a 1 BHK Apartment for sale in Hyderabad? Your search ends here. Buy this 1 BHK property in Hyderabad's finest location, Rajendra Nagar. This is an owner listed property and there is no brokerage involved. It is on floor 7 out of 10 floors. This Apartment is available at a reasonable price of Rs 36.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 400 Square feet. There are a number of reputed schools in the vicinity such as RTP View Point, National Rural Building Centre, and Holy Mary School. Medical facility is also close at hand with names l.",,,,,,,,,,,,,none,,,2022-Q2,2022-Q1,135.57,137.38,6232.41,3.37,12.07,Growth,89.6,7.82,2.63,6.5
PROP-A02198998441,Hyderabad,Shankarpally,,,Villa,4,3,1,,,3755,,,,,,,,,0,,2022-02-15,32600000,326.0,8681.76,PVR Urban Life,"4 BHK Villa for sale in Shankarpally, Hyderabad",₹3.26 Cr,"Shankarpally, Hyderabad","Property for sale in Maujpur, Hyderabad. This 4 BHK Villa is located in Hyderabad's most promising location. This property is posted by owner and there is no brokerage involved. This Villa's price is Rs 3.26 Cr. Homebuyers will also need to pay Rs 281625 towards maintenance. The built-up area is 3755 Square feet. The property has 4 bedrooms and 5 bathroom. Schools like Govt Primary School, Vivekananda School, and ZPHS MAHALINGAPURAM are also nearby",,,,,,,,,,,,,none,,,2022-Q1,2021-Q4,131.15,132.81,6039.25,3.17,10.37,Growth,87.3,6.08,0.11,5.0
PROP-0E63BE761DEA,Hyderabad,Premavathi Pet,,,Apartment,2,2,0,,,750,,,5.0,10.0,,,,,0,,2018-08-15,7200000,72.0,9600.0,Provident Kenworth,"2 BHK Flat for sale in Premavathi Pet, Hyderabad",₹72.0 L,"Bhavani Colony, Premavathi Pet,Hyderabad","One of the finest property in Premavathi Pet is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 5. It is a 10 storeyed building. The price of this Apartment is Rs 72.0 L. Other charges when you move into this property include maintenance, which is Rs 2000. This Apartment is spacious with a built-up area of 750 Square feet. The carpet area is 650 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Vylankini Upadyaya Vidya Kalashala, Gayathri Junior.",,,,,,,,,,,,,none,,,2018-Q3,2018-Q2,104.61,103.76,4871.14,1.56,0.0,Declining,73.6,0.0,1.94,0.0
PROP-BB0553CF92B1,Hyderabad,Togarpally,,,Apartment,2,3,0,,,1125,,,1.0,,,,,,0,,2020-11-15,5800000,58.0,5155.56,New Kondapur Township,"2 BHK Flat for sale in Togarpally, Hyderabad",₹58.0 L,"Togarpally, Hyderabad","A 2 BHK Apartment for sale in Togarpally, Hyderabad. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Togarpally's most desired properties. Contact now for more information. This 2 BHK unit is on floor 1. There are 5 floors in this property. The price of this Apartment is Rs 58.0 L. Maintenance charges come to Rs 4. Each unit has a built-up area of 1125 Square feet. The carpet area is 1025 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near ZPHS, Zilla Parishad High School.",,,,,,,,,,,,,none,,,2020-Q4,2020-Q3,116.36,116.65,5389.72,-0.3,3.2,Stable,83.4,7.61,2.84,5.9
PROP-9A749A95B72E,Hyderabad,Bhuvanagiri,,,Independent House,3,1,0,,,167,,,,,,,,,0,,2019-08-15,1921000,19.21,11502.99,Siyora Elite,"3 BHK Independent House for sale in Bhuvanagiri, Hyderabad",₹19.21 L,"Bhuvanagiri, Hyderabad","One of the finest property in Bhuvanagiri is now available for sale. This is a 3 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 19.21 L. Other charges when you move into this property include maintenance, which is Rs 42. This Independent House is spacious with a built-up area of 167 Square feet. The carpet area is 167 Square feet. There are 3 bedrooms and 3 bathroom. This property ensures you are a quick distance away from the city's best schools such as Bachpan Play School, Hanumanpuram, Chaitanya Vidyalaya, and Srichaithanaya Conc.",,,,,,,,,,,,,none,,,2019-Q3,2019-Q2,110.65,110.5,5138.15,1.59,5.77,Growth,76.0,3.26,2.15,2.4
PROP-F06651A44340,Hyderabad,Shadnagar,,,Villa,4,3,1,,,1570,,,,,,,,,0,,2021-08-15,6000000,60.0,3821.66,CSK Green Villas,"4 BHK Villa for sale in Shadnagar, Hyderabad",₹60.0 L,"Shadnagar, Hyderabad","4 BHK Villa for sale in Shadnagar, Hyderabad with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Villa is in Shadnagar which is a promising investment destination in Hyderabad. This might be your chance to grab the best 4 BHK property for sale in Shadnagar. This 4 BHK Villa is available at a reasonable price of Rs 75.0 L. Residents also need to pay maintenance charges of Rs 0. It is a very spacious property, spread over 800 Square feet. The built-up area is 1570 Square feet. This property has provision for 3 bathroom. This property is auspic.",,,,,,,,,,,,,none,,,2021-Q3,2021-Q2,123.26,124.31,5693.39,1.89,5.61,Growth,85.6,5.55,3.01,4.5
PROP-6B5F8DF64353,Hyderabad,Borabanda,,,Apartment,2,3,0,,,1210,,,13.0,30.0,,,,North-East,0,,2021-11-15,10500000,105.0,8677.69,Cybercity Marina Skies,"2 BHK Flat for sale in Borabanda, Hyderabad",₹1.05 Cr,"Sevalal Nagar, Borabanda,Hyderabad","Property for sale in Borabanda, Hyderabad. This 2 BHK Apartment is located in Hyderabad's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 13. The total number of floors in this building is 30. This Apartment's price is Rs 1.05 Cr. The built-up area is 1210 Square feet. The property has 2 bedrooms and 2 bathroom. This unit enjoys a good view and is a North-East facing property. This residential building in Borabanda, Hyderabad has lift facility. There is dedicated space for sports amenities such as sports facility. Kids too have acces.",,,,,,,,,,,,,none,,,2021-Q4,2021-Q3,127.12,128.6,5862.72,3.13,9.25,Growth,87.2,4.56,1.87,3.8
PROP-7A616AB0CB11,Hyderabad,Rajendra Nagar,,,Apartment,1,1,0,,,392,,,3.0,10.0,,,,,0,,2021-05-15,2900000,29.0,7397.96,Provident Kenworth,"1 BHK Flat for sale in Rajendra Nagar, Hyderabad",₹29.0 L,"Police Quaters, Rajendra Nagar,Hyderabad","Looking for a good 1 BHK Apartment in Rajendra Nagar, Hyderabad? This property is in one of Hyderabad's most popular locations. This is a no brokerage property. The property is on floor 3. Total number of floors is 10. Maintenance charges of this property is Rs 0. This Apartment is available for Rs 29.0 L. This modern unit has a built-up area of 392 Square feet. It is very close to some of city's best hospitals, such as, NIRD&PR Health Center, SSH Physiotherapy Clinic, and Sri Sai Children's Clinic. Established schools, such as RTP View Point, National Rural Building Centre, and Holy Mary Scho.",,,,,,,,,,,,,none,,,2021-Q2,2021-Q1,120.97,121.31,5592.85,1.8,3.01,Stable,83.1,4.27,0.97,3.4
PROP-98EE98FFFC75,Hyderabad,Rajendra Nagar,,,Apartment,1,2,0,,,400,,,1.0,,,,,,0,,2018-11-15,2900000,29.0,7250.0,Provident Kenworth,"1 BHK Flat for sale in Rajendra Nagar, Hyderabad",₹29.0 L,"Police Quaters, Rajendra Nagar,Hyderabad","A 1 BHK Apartment for sale in Rajendra Nagar, Hyderabad. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Rajendra Nagar's most desired properties. Contact now for more information. This 1 BHK unit is on floor 1. There are 10 floors in this property. The price of this Apartment is Rs 29.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 400 Square feet. There are 1 bedroom. This residential property is near RTP View Point, National Rural Building Centre, and Holy Mary School. It is also close to NIRD&PR.",,,,,,,,,,,,,none,,,2018-Q4,2018-Q3,105.59,104.79,4914.79,0.94,0.0,Declining,74.1,0.0,0.68,0.0
PROP-B9AEE3105431,Hyderabad,Rai Durg,,,Apartment,3,4,1,,,2220,,,2.0,31.0,,,,,0,,2018-05-15,24500000,245.00000000000003,11036.04,Cybercity Marina Skies by Cybercity Builders & Developers,"3 BHK Flat for sale in Rai Durg, Hyderabad",₹2.45 Cr,"Silpa Gram Craft Village, Rai Durg,Hyderabad","Check out this 3 BHK Apartment for sale in Hitech City, Hyderabad. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Hitech City is a promising location in Hyderabad and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 2. The total number of floors in this project is 31. The property's price is Rs 2.45 Cr. This property is a modern-day abode, with 2220 Square feet built-up area. Educational institutions are closeby with schools such as Mummaa B.",,,,,,,,,,,,,none,,,2018-Q2,2018-Q1,103.0,102.1,4800.0,0.0,0.0,Declining,72.2,0.0,0.14,0.0
PROP-3B83A138AAF8,Hyderabad,Rai Durg,,,Apartment,3,3,0,,,1500,,,11.0,31.0,,,,,0,,2019-05-15,12500000,125.0,8333.33,Cybercity Marina Skies,"3 BHK Flat for sale in Rai Durg, Hyderabad",₹1.25 Cr,"Silpa Gram Craft Village, Rai Durg,Hyderabad","3 BHK Apartment for sale in Hyderabad. This property is in Hitech City, which is a coveted investment location. This tastefully designed 3 BHK unit is among Hyderabad's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Hyderabad is on floor 11. The total number of floors in this Apartment is 31. The price of the Apartment is Rs 1.25 Cr. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1500 Square feet. Some of the very well-known and r.",,,,,,,,,,,,,none,,,2019-Q2,2019-Q1,108.92,108.67,5061.93,1.32,5.75,Growth,74.4,3.05,1.22,2.2
PROP-C33524FA20FF,Hyderabad,Premavathi Pet,,,Apartment,2,3,1,,,928,,,1.0,10.0,,,,,0,,2022-05-15,7000000,70.0,7543.1,Provident Kenworth,"2 BHK Flat for sale in Premavathi Pet, Hyderabad",₹70.0 L,"Bhavani Colony, Premavathi Pet,Hyderabad","2 BHK Apartment for sale in Premavathi Pet, Hyderabad with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Premavathi Pet which is a promising investment destination in Hyderabad. This might be your chance to grab the best 2 BHK property for sale in Premavathi Pet. The property is on floor 1 and the total number of floors is 10. This 2 BHK Apartment is available at a reasonable price of Rs 70.0 L. Residents also need to pay maintenance charges of Rs 2000. It is a very spacious property, spread over 630 Square feet. The built-u.",,,,,,,,,,,,,none,,,2022-Q2,2022-Q1,135.57,137.38,6232.41,3.37,12.07,Growth,89.6,7.82,2.63,6.5
PROP-5FDEB5C799A2,Hyderabad,Bahadurpally,,,Apartment,2,3,0,,,1225,,,3.0,8.0,,,,,0,,2020-02-15,6300000,63.0,5142.86,Primark De Stature,"2 BHK Flat for sale in Bahadurpally, Hyderabad",₹63.0 L,"Bahadurpally, Hyderabad","2 BHK Apartment for sale in Hyderabad. This property is in Bahadurpally, which is a coveted investment location. This tastefully designed 2 BHK unit is among Hyderabad's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Hyderabad is on floor 3. The total number of floors in this Apartment is 8. The price of the Apartment is Rs 63.0 L. Monthly maintenance charges come to Rs 2000. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1225 Squ.",,,,,,,,,,,,,none,,,2020-Q1,2019-Q4,115.19,115.17,5338.3,2.16,7.15,Growth,79.1,7.62,2.06,5.6
PROP-BE10A4594A2B,Hyderabad,Himayathsagar,,,Apartment,3,3,1,,,1800,,,18.0,,,,,,0,,2022-08-15,14000000,140.0,7777.78,Indis PBEL City,"3 BHK Flat for sale in Himayathsagar, Hyderabad",₹1.4 Cr,"Anand Nagar Colony, Himayathsagar,Hyderabad","A 3 BHK Apartment for sale in Appa Junction, Hyderabad. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Appa Junction's most desired properties. Contact now for more information. This 3 BHK unit is on floor 18. There are 19 floors in this property. The price of this Apartment is Rs 1.4 Cr. Maintenance charges come to Rs 0. Each unit has a built-up area of 1800 Square feet. There are 3 bedrooms. This residential property is near Himayath Nagar Anganwadi Center, KGVB, and Kasturibha Gandhi Balika Vidyala School, Kismatpur, R.",,,,,,,,,,,,,none,,,2022-Q3,2022-Q2,139.67,141.78,6411.65,3.02,13.31,Growth,91.3,6.66,1.9,5.7
PROP-29B9C4B46264,Hyderabad,Shadnagar,,,Villa,4,3,1,,,1560,,,,1.0,,,,North-East,0,,2020-02-15,6000000,60.0,3846.15,Green Villas,"4 BHK Villa for sale in Shadnagar, Hyderabad",₹60.0 L,"Shadnagar, Hyderabad","4 BHK Villa for sale in Shadnagar, Hyderabad. This 4 BHK unit is available in Shadnagar and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Shadnagar. The total number of floors is 1. The price of this Villa is Rs 60.0 L. The built-up area is 1560 Square feet. This spacious property has provision for a servant room. There are 4 bedrooms and 3 bathroom. The property is North-East-facing. This property is at a walking distance from Sindhu Dental Hospital, Sev.",,,,,,,,,,,,,none,,,2020-Q1,2019-Q4,115.19,115.17,5338.3,2.16,7.15,Growth,79.1,7.62,2.06,5.6
PROP-42AAB6639B0C,Hyderabad,Shadnagar,,,Villa,4,3,0,,,1550,,,,,,,,East,0,,2019-05-15,6100000,61.0,3935.48,CSK Green Villas,"4 BHK Villa for sale in Shadnagar, Hyderabad",₹61.0 L,"Shadnagar, Hyderabad","Best 4 BHK Villa for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 4 BHK property for sale in one of Hyderabad's top location, Shadnagar. The property price of this unit is Rs 55.0 L. Monthly maintenance costs Rs 0. The built-up area is 1550 Square feet. There are 4 bedrooms and 3 bathroom. This property enjoys a good view and is East-facing. Other amenities include provisions for Gym, Garden, Clubhouse, Community Hall. This property also enjoys power backup facility. Regular water supply is provided. This is a gated community. It is an ideal.",,,,,,,,,,,,,none,,,2019-Q2,2019-Q1,108.92,108.67,5061.93,1.32,5.75,Growth,74.4,3.05,1.22,2.2
PROP-5755D88A3990,Hyderabad,Shadnagar,,,Villa,4,3,1,,,1560,,,,,,,,,0,,2021-05-15,6100000,61.0,3910.26,CSK Green Villas,"4 BHK Villa for sale in Shadnagar, Hyderabad",₹61.0 L,"Shadnagar, Hyderabad","CSK Green Villas is located in Shadnagar, Hyderabad and designed by CSK Realtors which comprises of 2500 units. Units are ready to move in.Project DetailsCSK Green Villas Hyderabad is a tranquil place surrounded by a green environment. More About This Property 4 BHK Villa for sale in Shadnagar, Hyderabad with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Villa is in Shadnagar which is a promising investment destination in Hyderabad. This might be your chance to grab the best 4 BHK property for sale in Shadnagar. This 4 BHK Villa is availabl.",,,,,,,,,,,,,none,,,2021-Q2,2021-Q1,120.97,121.31,5592.85,1.8,3.01,Stable,83.1,4.27,0.97,3.4
PROP-5E16348E0C02,Hyderabad,Saroornagar,,,Apartment,2,3,0,,,1040,,,2.0,4.0,,,,,0,,2021-05-15,6000000,60.0,5769.23,"Sai aparartment1,Saroor Nagar East, Saroornagar,Hyderabad","2 BHK Flat for sale in Saroornagar, Hyderabad",₹60.0 L,"Sai aparartment1,Saroor Nagar East, Saroornagar,Hyderabad","2 BHK Apartment for sale in Hyderabad. This property is in Saroornagar, which is a coveted investment location. This tastefully designed 2 BHK unit is among Hyderabad's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Hyderabad is on floor 2. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 60.0 L. Monthly maintenance charges come to Rs 1000. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1040 Squa.",,,,,,,,,,,,,none,,,2021-Q2,2021-Q1,120.97,121.31,5592.85,1.8,3.01,Stable,83.1,4.27,0.97,3.4
PROP-4C1E163CA7A7,Hyderabad,Attapur,,,Apartment,3,3,1,,,1601,,,1.0,5.0,,,,,0,,2018-11-15,10500000,105.0,6558.4,"ishta City Apartment,Kantha Reddy Nagar, Attapur,Hyderabad","3 BHK Flat for sale in Attapur, Hyderabad",₹1.05 Cr,"ishta City Apartment,Kantha Reddy Nagar, Attapur,Hyderabad","3 BHK Apartment for sale in Hyderabad. This property is in Attapur, which is a coveted investment location. This tastefully designed 3 BHK unit is among Hyderabad's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Hyderabad is on floor 1. The total number of floors in this Apartment is 5. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1601 Square feet. Some of the very well-known and reputed.",,,,,,,,,,,,,none,,,2018-Q4,2018-Q3,105.59,104.79,4914.79,0.94,0.0,Declining,74.1,0.0,0.68,0.0
PROP-D75D4A7B5DC7,Hyderabad,Gopanapalli,,,Apartment,2,3,1,,,1235,,,,,,,,East,0,,2021-02-15,10000000,100.0,8097.17,Ramky Ramky One Kosmos,"2 BHK Flat for sale in Gopanapalli, Hyderabad",₹1.0 Cr,"Gopanapalli, Hyderabad","East facing 2 bhk, 1235 sqft (4rth floor) with beautiful interiors available for sale in gated community of ramky one kosmos at nallagandla. Project has all clubhouse facilities. Project is quite near to financial district, it hub, outer ring road, mmts lingampally railway station, bhel, educational institutions, supermarkets, hospitals and more 1.Good ventilation in all the rooms (1 balcony and 1 utility area). 2.Private balcony view. 2.Master bedroom fitted with 1.5 ton split ac 3.Both the bathrooms are fitted with geysers 4.Balcony all windows main door have safety grills mosquito net shu.",,,,,,,,,,,,,none,,,2021-Q1,2020-Q4,118.83,119.29,5498.58,2.12,3.16,Stable,82.3,4.05,-1.32,3.2
PROP-63289A398F65,Hyderabad,Kollur,,,Apartment,3,3,1,,,1750,,,9.0,,,,,,0,,2018-05-15,6900000,69.0,3942.86,Aaditris Empire,"3 BHK Flat for sale in Kollur, Hyderabad",₹69.0 L,"Kollur, Hyderabad","A 3 BHK Apartment for sale in Kollur, Hyderabad. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Kollur's most desired properties. Contact now for more information. This 3 BHK unit is on floor 9. There are 17 floors in this property. The price of this Apartment is Rs 69.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 1750 Square feet. There are 3 bedrooms. This residential property is near Samashti International School, Purra praveen, and Government school. It is also close to Clinic, Harika Special.",,,,,,,,,,,,,none,,,2018-Q2,2018-Q1,103.0,102.1,4800.0,0.0,0.0,Declining,72.2,0.0,0.14,0.0
PROP-7030485D2554,Hyderabad,Gachibowli,,,Apartment,2,2,1,,,654,,,4.0,,,,,West,0,,2019-05-15,8000000,80.0,12232.42,"Gachibowli, Hyderabad","2 BHK Flat for sale in Gachibowli, Hyderabad",₹80.0 L,"Gachibowli, Hyderabad","A 2 BHK Apartment for sale in Gachibowli, Hyderabad. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Gachibowli's most desired properties. Contact now for more information. This 2 BHK unit is on floor 4. There are 5 floors in this property. The price of this Apartment is Rs 80.0 L. Each unit has a built-up area of 654 Square feet. This West-facing property has an excellent view. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near Kendriya Vidyalaya, Gachibowli, Yoga Studio and School.",,,,,,,,,,,,,none,,,2019-Q2,2019-Q1,108.92,108.67,5061.93,1.32,5.75,Growth,74.4,3.05,1.22,2.2
