city,locality,property_type,bhk,baths,has_balcony,area_sqft,price_lakhs,price_inr,price_per_sqft,description_clean,property_name,property_title,price_raw,location_raw
Bengaluru,Sivanchetti Gardens,Apartment,3,4,1,2075,360.0,36000000.0,17349.4,"3 BHK Apartment for sale in Sivanchetti Gardens, Bengaluru. This 3 BHK unit is available in Sivanchetti Gardens and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Sivanchetti Gardens. It is on floor 1. The total number of floors is 7. The price of this Apartment is Rs 3.6 Cr. Residents in this project also pay monthly maintenance charges of Rs 13000. The built-up area is 2075 Square feet. There are 3 bedrooms and 3 bathroom. This property is at a walking d.",Bearys Acacia Lake View,"3 BHK Flat for sale in Sivanchetti Gardens, Bangalore",₹3.6 Cr,"Hermit Colony, Sivanchetti Gardens,Bangalore"
Bengaluru,Srinivaspura,Apartment,2,3,1,910,56.5,5650000.0,6208.79,"2 BHK apartment in Rajarajeshwari Nagar,near Royal indraprastha hotel,5 years old, fully furnished, 910 Sqft,2nd floor,east facing, very well maintained with Amenities -1 car parking, solar water heater, CCTV coverage, automatic generator backup including lift, softener, front passage, one balcony, one master bedroom & small room, two toilets, complete safety grill doors, mosquito mesh doors,2500 maintenance More About This Property Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Beng.",Karishma Classic,"2 BHK Flat for sale in Srinivaspura, Bangalore",₹56.5 L,"Channasandra Layout, Srinivaspura,Bangalore"
Bengaluru,Subramanyapura,Apartment,3,3,1,1800,140.0,14000000.0,7777.78,"Looking for a 3 BHK Apartment for sale in Bengaluru? Your search ends here. Buy this 3 BHK property in Bengaluru's finest location, Subramanyapura. This is an owner listed property and there is no brokerage involved. It is on floor 10 out of 18 floors. This Apartment is available at a reasonable price of Rs 1.4 Cr. The built up area of this property is 1800 Square feet. It is spacious for a family and this property has a carpet area of 1500 Square feet. There are 3 bedrooms and 3 bathroom. There are a number of reputed schools in the vicinity such as Kids Space Academy, Preschool and NTT, Bang.",Chartered Beverly Hills,"3 BHK Flat for sale in Subramanyapura, Bangalore",₹1.4 Cr,"Jayanagar Housing Society Layout, Subramanyapura,Bangalore"
Bengaluru,Ramasandra,Independent House,7,3,1,1200,150.0,15000000.0,12500.0,"Looking for a 7 BHK Independent House for sale in Bengaluru? Your search ends here. Buy this 7 BHK property in Bengaluru's finest location, Ramasandra. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 1.5 Cr. Maintenance charges in this property is Rs 0. The built up area of this property is 1200 Square feet. There are 7 bedrooms and 4 bathroom. There are a number of reputed schools in the vicinity such as All India Transcripts (Wavestoways Transcripts Solutions Pvt. Ltd), Innovative International School, and L.","Ramasandra, Bangalore","7 BHK Independent House for sale in Ramasandra, Bangalore",₹1.5 Cr,"Ramasandra, Bangalore"
Bengaluru,Jp Nagar,Apartment,2,3,1,1000,56.0,5600000.0,5600.0,"2 BHK Apartment for sale in JP Nagar, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in JP Nagar which is a promising investment destination in Bengaluru. This might be your chance to grab the best 2 BHK property for sale in JP Nagar. The property is on floor 3 and the total number of floors is 6. This 2 BHK Apartment is available at a reasonable price of Rs 56.0 L. The built-up area is 1000 Square feet. This property has provision for 2 bathroom. Lift is provided in this property. Other provisions include Gym, Ga.",Pride Apartment,"2 BHK Flat for sale in JP Nagar, Bangalore",₹56.0 L,"4th Phase, JP Nagar,Bangalore"
Bengaluru,Vidyaranyapura,Apartment,2,3,1,1200,114.99999999999999,11499999.999999998,9583.33,"2 BHK Apartment for sale in Vidyaranyapura, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Vidyaranyapura which is a promising investment destination in Bengaluru. This might be your chance to grab the best 2 BHK property for sale in Vidyaranyapura. The property is on floor 3 and the total number of floors is 3. This 2 BHK Apartment is available at a reasonable price of Rs 1.15 Cr. The built-up area is 1200 Square feet. This property has provision for 2 bathroom. It enjoys a strategic location with many reputed.","On krupa,Mohammed Sab Palya, Vidyaranyapura,Bangalore","2 BHK Flat for sale in Vidyaranyapura, Bangalore",₹1.15 Cr,"On krupa,Mohammed Sab Palya, Vidyaranyapura,Bangalore"
Bengaluru,Doddabommasandra,Apartment,2,3,0,865,55.0,5500000.0,6358.38,"Looking for a 2 BHK Apartment for sale in Bengaluru? Your search ends here. Buy this 2 BHK property in Bengaluru's finest location, Doddabommasandra. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 4 floors. This Apartment is available at a reasonable price of Rs 55.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 865 Square feet. There are a number of reputed schools in the vicinity such as Bangalore Education Guide Line Pvt Ltd, Orchids The International School - Jalahalli, and Montessori Teacher Training SA.","Pushpa Enclave,Doddabommasandra, Bangalore","2 BHK Flat for sale in Doddabommasandra, Bangalore",₹55.0 L,"Pushpa Enclave,Doddabommasandra, Bangalore"
Bengaluru,Marathahalli,Independent House,6,3,0,1060,300.0,30000000.0,28301.89,"Check out this 6 BHK Independent House for sale in Marathahalli, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 6 BHK Independent House is perfect for a modern-day lifestyle. Marathahalli is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 3.0 Cr. This property is a modern-day abode, with 1060 Square feet built-up area. The unit has 6 bedrooms and 2 bathroom. Educational institutions are closeby with schools such as Vagdevi Vilas Super.","Sanjay Nagar, Marathahalli,Bangalore","6 BHK Independent House for sale in Marathahalli, Bangalore",₹3.0 Cr,"Sanjay Nagar, Marathahalli,Bangalore"
Bengaluru,Doddabommasandra,Apartment,2,2,0,685,62.0,6200000.0,9051.09,"2 BHK Apartment for sale in Doddabommasandra, Bengaluru. This 2 BHK unit is available in Doddabommasandra and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Doddabommasandra. It is on floor 2. The total number of floors is 4. The price of this Apartment is Rs 62.0 L. Residents in this project also pay monthly maintenance charges of Rs 0. The built-up area is 685 Square feet. This property is at a walking distance from SAPTHAGIRI DENTAL IMPLANTS CLINIC, OLI.",Sudha Enclave,"2 BHK Flat for sale in Doddabommasandra, Bangalore",₹62.0 L,"Doddabommasandra, Bangalore"
Bengaluru,Peenya,Independent House,4,3,0,1500,100.0,10000000.0,6666.67,"Check out this 4 BHK Independent House for sale in Peenya Industrial Area, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 4 BHK Independent House is perfect for a modern-day lifestyle. Peenya Industrial Area is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 1.0 Cr. This property is a modern-day abode, with 1500 Square feet built-up area. The carpet-area is 600 Square feet. The unit has 4 bedrooms and 4 bathroom. Educational instituti.","Peenya Industrial Area Phase IV, Peenya,Bangalore","4 BHK Independent House for sale in Peenya, Bangalore",₹1.0 Cr,"Peenya Industrial Area Phase IV, Peenya,Bangalore"
Bengaluru,Lingarajapuram,Apartment,2,3,1,1255,62.0,6200000.0,4940.24,"2 BHK Apartment for sale in Kadugondanahalli, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Kadugondanahalli which is a promising investment destination in Bengaluru. This might be your chance to grab the best 2 BHK property for sale in Kadugondanahalli. The property is on floor 2 and the total number of floors is 2. This 2 BHK Apartment is available at a reasonable price of Rs 62.0 L. Residents also need to pay maintenance charges of Rs 3000. The built-up area is 1255 Square feet. This property has provision .",Nakshatra Apartments,"2 BHK Flat for sale in Lingarajapuram, Bangalore",₹62.0 L,"St Thomas Town, Lingarajapuram,Bangalore"
Bengaluru,Battarahalli,Villa,3,3,0,1100,65.0,6500000.0,5909.09,"Property for sale in Battarahalli, Bengaluru. This 3 BHK Villa is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. This Villa's price is Rs 65.0 L. Homebuyers will also need to pay Rs 0 towards maintenance. The built-up area is 1100 Square feet. The property has 3 bedrooms and 3 bathroom. This Villa is strategically located within close distance of famous healthcare centres such as Koshys Hospital, Sathya Sai Orthopaedic and Multi-specialty Hospital, and Sathya Sai Orthopaedic and Multi-specialty Hospital. Schools like Mom's B.","Anandapura, Battarahalli,Bangalore","3 BHK Villa for sale in Battarahalli, Bangalore",₹65.0 L,"Anandapura, Battarahalli,Bangalore"
Bengaluru,Medahalli,Independent House,2,3,0,900,85.0,8500000.0,9444.44,"2 BHK Independent House for sale in Medahalli, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Medahalli which is a promising investment destination in Bengaluru. This might be your chance to grab the best 2 BHK property for sale in Medahalli. This 2 BHK Independent House is available at a reasonable price of Rs 85.0 L. Residents also need to pay maintenance charges of Rs 1000. It is a very spacious property, spread over 850 Square feet. The built-up area is 900 Square feet. This property has provision f.","Medahalli, Bangalore","2 BHK Independent House for sale in Medahalli, Bangalore",₹85.0 L,"Medahalli, Bangalore"
Bengaluru,Gudighattanahalli,Apartment,2,3,0,1045,38.0,3800000.0,3636.36,"2 BHK Apartment for sale in Gudighattanahalli, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Gudighattanahalli which is a promising investment destination in Bengaluru. This might be your chance to grab the best 2 BHK property for sale in Gudighattanahalli. The property is on floor 3 and the total number of floors is 4. This 2 BHK Apartment is available at a reasonable price of Rs 38.0 L. Residents also need to pay maintenance charges of Rs 1500. The built-up area is 1045 Square feet. This property has provisi.","SNR Variety ,Gudighattanahalli, Bangalore","2 BHK Flat for sale in Gudighattanahalli, Bangalore",₹38.0 L,"SNR Variety ,Gudighattanahalli, Bangalore"
Bengaluru,Thippasandra,Apartment,2,3,0,1235,76.0,7600000.0,6153.85,"A 2 BHK Apartment for sale in Thippasandra, Bengaluru. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Thippasandra's most desired properties. Contact now for more information. This 2 BHK unit is on floor 20. There are 24 floors in this property. The price of this Apartment is Rs 76.0 L. Maintenance charges come to Rs 4300. Each unit has a built-up area of 1235 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near Nalina satish vihar, G Hps Gunjuru, and Chistiya Internation.",Sai Purvi Symphony,"2 BHK Flat for sale in Thippasandra, Bangalore",₹76.0 L,"Thippasandra, Bangalore"
Bengaluru,Horamavu,Apartment,2,3,1,1095,48.0,4800000.0,4383.56,"Looking for a 2 BHK Apartment for sale in Bengaluru? Your search ends here. Buy this 2 BHK property in Bengaluru's finest location, Horamavu. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 5 floors. This Apartment is available at a reasonable price of Rs 48.0 L. Maintenance charges in this property is Rs 1500. The built up area of this property is 1095 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as New Millennium School, New Melanium School, and NRITHYA SCHOOL OF MUSIC AND DANCE. Medi.","Sujay heights,Horamavu Agara, Horamavu,Bangalore","2 BHK Flat for sale in Horamavu, Bangalore",₹48.0 L,"Sujay heights,Horamavu Agara, Horamavu,Bangalore"
Bengaluru,Sollepura Village,Villa,3,3,0,850,55.0,5500000.0,6470.59,"3 BHK Villa for sale in Sollepura Village, Bengaluru. This 3 BHK unit is available in Sollepura Village and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Sollepura Village. The price of this Villa is Rs 55.0 L. Residents in this project also pay monthly maintenance charges of Rs 100. The built-up area is 850 Square feet. There are 3 bedrooms and 3 bathroom. This is a gated community. It is a thoroughly secure premise with cctv facility. Other facilities i.","Sollepura Village, Bangalore","3 BHK Villa for sale in Sollepura Village, Bangalore",₹55.0 L,"Sollepura Village, Bangalore"
Bengaluru,Hebbal Kempapura,Apartment,2,3,0,900,50.0,5000000.0,5555.56,"Looking for a good 2 BHK Apartment in Hebbal Kempapura, Bengaluru? This property is in one of Bengaluru's most popular locations. This is a no brokerage property. The property is on floor 1. Total number of floors is 4. This Apartment is available for Rs 50.0 L. This modern unit has a built-up area of 900 Square feet. It is very close to some of city's best hospitals, such as, Columbia Asia Hospital Hebbal, Bangalore, Bangalore Baptist Hospital, and Motherhood Hospital Hebbal. Established schools, such as Bangalore Education Guide Line Pvt Ltd, Daffodils English School Association, and Vidya N.",Vrindavan Garden Apartments,"2 BHK Flat for sale in Hebbal Kempapura, Bangalore",₹50.0 L,"Chiranjeevi Layout, Hebbal Kempapura,Bangalore"
Bengaluru,Ramamurthy Nagar,Apartment,2,3,0,1150,72.0,7200000.0,6260.87,"Check out this 2 BHK Apartment for sale in Ramamurthy Nagar, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Ramamurthy Nagar is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 6. The total number of floors in this project is 7. The property's price is Rs 72.0 L. Residents in this property pay Rs 3000 towards maintenance. This property is a modern-day abode, with 1150 Square feet built-up area.",Gowri Apartments,"2 BHK Flat for sale in Ramamurthy Nagar, Bangalore",₹72.0 L,"Mukkutam Nagar, Ramamurthy Nagar,Bangalore"
Bengaluru,Whitefield,Apartment,2,3,1,1250,50.0,5000000.0,4000.0,"Looking for a 2 BHK Apartment for sale in Bengaluru? Your search ends here. Buy this 2 BHK property in Bengaluru's finest location, Whitefield. This is an owner listed property and there is no brokerage involved. It is on floor 2 out of 5 floors. This Apartment is available at a reasonable price of Rs 50.0 L. Maintenance charges in this property is Rs 2000. The built up area of this property is 1250 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Ryan International School (ICSE), Whitefield Global School, and AacharyaA Music & Art.","Maitri layout,Nallurhalli, Whitefield,Bangalore","2 BHK Flat for sale in Whitefield, Bangalore",₹50.0 L,"Maitri layout,Nallurhalli, Whitefield,Bangalore"
Bengaluru,Electronic City,Apartment,2,3,0,1245,60.0,6000000.0,4819.28,"2 BHK Apartment for sale in Electronic City, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Electronic City which is a promising investment destination in Bengaluru. This might be your chance to grab the best 2 BHK property for sale in Electronic City. The property is on floor 9 and the total number of floors is 11. This 2 BHK Apartment is available at a reasonable price of Rs 60.0 L. Residents also need to pay maintenance charges of Rs 2000. It is a very spacious property, spread over 950 Square feet. The buil.",Aakruti Amity,"2 BHK Flat for sale in Electronic City, Bangalore",₹60.0 L,"Kammasandra, Electronic City,Bangalore"
Bengaluru,Lingadheeranahalli,Villa,4,4,1,2200,150.0,15000000.0,6818.18,"Check out this 3.5 BHK Villa for sale in Kanakapura Road, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 3.5 BHK Villa is perfect for a modern-day lifestyle. Kanakapura Road is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Villa for sale now. The property's price is Rs 1.5 Cr. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 2200 Square feet built-up area. Educational institutions are closeby with schools such as EuroKids Preschool Vajarahal.","Lingadheeranahalli, Bangalore","3.5 BHK Villa for sale in Lingadheeranahalli, Bangalore",₹1.5 Cr,"Lingadheeranahalli, Bangalore"
Bengaluru,Hbr Layout,Apartment,2,3,1,1350,60.0,6000000.0,4444.44,"Check out this 2 BHK Apartment for sale in Thanisandra Main Road, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Thanisandra Main Road is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Apartment for sale now. This property is a modern-day abode, with 1350 Square feet built-up area. The carpet-area is 1300 Square feet. The unit has 2 bedrooms and 2 bathroom. Servant room is provided in this unit. Educational institutions are closeby with .","sv palace,Prakruthi Layout, HBR Layout,Bangalore","2 BHK Flat for sale in HBR Layout, Bangalore",₹60.0 L,"sv palace,Prakruthi Layout, HBR Layout,Bangalore"
Bengaluru,Electronic City,Apartment,2,3,1,1135,45.0,4500000.0,3964.76,"Looking for a 2 BHK Apartment for sale in Bengaluru? Your search ends here. Buy this 2 BHK property in Bengaluru's finest location, Electronic City. This is an owner listed property and there is no brokerage involved. It is on floor 3 out of 5 floors. Maintenance charges in this property is Rs 2000. The built up area of this property is 1135 Square feet. It is spacious for a family and this property has a carpet area of 908 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as KLAY Preschool and DayCare - Electronic City, Phase 1, Sorsf.",VBM Maple,"2 BHK Flat for sale in Electronic City, Bangalore",₹45.0 L,"Electronics City Phase 1, Electronic City,Bangalore"
Bengaluru,Yemalur,Apartment,2,3,0,1100,62.0,6200000.0,5636.36,"2 BHK Apartment for sale in Bengaluru. This property is in Bellandur, which is a coveted investment location. This tastefully designed 2 BHK unit is among Bengaluru's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Bengaluru is on floor 2. The total number of floors in this Apartment is 5. The price of the Apartment is Rs 62.0 L. Monthly maintenance charges come to Rs 1900. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1100 Square.",Sri Dakshayani Apartments,"2 BHK Flat for sale in Yemalur, Bangalore",₹62.0 L,"Yemalur, Bangalore"
Bengaluru,Bilekahalli,Apartment,3,3,1,1705,180.0,18000000.0,10557.18,"Looking for a good 3 BHK Apartment in Bilekahalli, Bengaluru? This property is in one of Bengaluru's most popular locations. This is a no brokerage property. The property is on floor 0. Total number of floors is 10. This Apartment is available for Rs 1.8 Cr. This modern unit has a built-up area of 1705 Square feet. There are 3 bedrooms and 3 bathroom. It is very close to some of city's best hospitals, such as, Fortis Hospital, Fortis hospital Bannerghatta road, and Apollo Hospitals Bannerghatta. Established schools, such as Narayana Etechno School, Mitra Academy, and Rami's Dance Inc are also .",Sobha Aster Apartments,"3 BHK Flat for sale in Bilekahalli, Bangalore",₹1.8 Cr,"Vijaya Bank Layout, Bilekahalli,Bangalore"
Bengaluru,Carmelaram,Apartment,3,3,1,1505,95.0,9500000.0,6312.29,"Newly Constructed 2&3 BHK Apartments Sale in Sarjapura Road OPP Wipro Apartments Price Starting From 76 Lakhs onwards 30+ Best Class Amenities Available Property is well connected to major IT hubs(Wipro SEZ), Delhi Public School, Columbia Asia Hospital, RGA Tech Park, Decathlon and Bangalore Central Mall. Walkable Distance From Wipro corporate Office Project approved by BDA, RERA Loans Available From All major Banks More About This Property Property for sale in Carmelaram, Bengaluru. This 3 BHK Apartment is located in Bengaluru's most promising location. This property is posted by owner a.",Bren Corporation Champions Square,"3 BHK Flat for sale in Carmelaram, Bangalore",₹95.0 L,"Ambedkar Nagar, Carmelaram,Bangalore"
Bengaluru,Kengeri,Apartment,3,3,1,1200,55.0,5500000.0,4583.33,"Best 3 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Bengaluru's top location, Kengeri. It is situated on floor 2. The total number of floors in this Apartment is 4. The property price of this unit is Rs 55.0 L. Monthly maintenance costs Rs 0. The built-up area is 1200 Square feet. It is an ideal location for young families with kids, as this property is close to K.L.E. Basava Residential Girls School and puc college, Vishwa Venkateshwara International School, and Rashtrotthana Vidya Kendra.","prava kara,Meenakshi Layout, Kengeri,Bangalore","3 BHK Flat for sale in Kengeri, Bangalore",₹55.0 L,"prava kara,Meenakshi Layout, Kengeri,Bangalore"
Bengaluru,Medahalli,Apartment,2,3,0,980,55.0,5500000.0,5612.24,"Its a Semi furnished 2 Bhk flat with a lot of wood work done. Completely secured with Grill gates. The apartment has 24 hr security, CCTV coverage, Power backup generator, Swimming pool, Gym, Party hall, Lift facilities, Children play areas The flat has been converted to A Katha. This two bedroom for sale comes with an affordable price tag of just 55 Lakhs rupees with an additional perk of paying no brokerage. This home is over 980 sqft. & even comes with ample space for car and bike parking. This East facing home is on the 3rd floor. More About This Property Property for sale in Medahalli, B.",Radiant Lake View,"2 BHK Flat for sale in Medahalli, Bangalore",₹55.0 L,"Medahalli, Bangalore"
Bengaluru,Hsr Layout,Independent House,8,5,1,4800,725.0,72500000.0,15104.17,"8 BHK Independent House for sale in Bengaluru. This property is in HSR Layout, which is a coveted investment location. This tastefully designed 8 BHK unit is among Bengaluru's best properties. No brokerage to be paid for this property. This 8 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 7.25 Cr. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 4800 Square feet. This is a West facing property. It has 8 bathroom and 8 bedrooms. Other facilities include Garden. Some of the ve.","Sector 1, HSR Layout,Bangalore","8 BHK Independent House for sale in HSR Layout, Bangalore",₹7.25 Cr,"Sector 1, HSR Layout,Bangalore"
Bengaluru,Horamavu,Apartment,3,3,1,1338,86.0,8600000.0,6427.5,"Looking for a good 3 BHK Apartment in Horamavu, Bengaluru? This property is in one of Bengaluru's most popular locations. This is a no brokerage property. The property is on floor 9. Total number of floors is 11. This Apartment is available for Rs 86.0 L. This modern unit has a built-up area of 1338 Square feet. It is very close to some of city's best hospitals, such as, Cloudnine Hospital - HRBR, Shishuka Children's Speciality Hospital, and Motherhood Hospital, Gynecologist & Pediatrician HRBR Layout. Established schools, such as New Baldwin International School Banaswadi, Sri Balaji Motor Dr.",Oceanus Greendale IInd Phase by Oceanus Dwelling Pvt. Ltd.,"3 BHK Flat for sale in Horamavu, Bangalore",₹86.0 L,"Horamavu Agara, Horamavu,Bangalore"
Bengaluru,Kasavanahalli,Apartment,2,3,1,1210,77.0,7700000.0,6363.64,"Apartments on Sarjapur Road - Sarjapur Road Flats for Sale Price Start From 76 Lakhs onwards 20+ Luxury amenities available Well connected to outer ring road Bellandur HSR layout sarjapura Luxury Apartments 2BHK 3BHK Flats Sarjapur Road More About This Property 2 BHK Apartment for sale in Kasavanahalli, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Kasavanahalli which is a promising investment destination in Bengaluru. This might be your chance to grab the best 2 BHK property for sale in Kasavanahalli. The .","Apartments ,Kasavanahalli, Bangalore","2 BHK Flat for sale in Kasavanahalli, Bangalore",₹77.0 L,"Apartments ,Kasavanahalli, Bangalore"
Bengaluru,Vijayanagar,Apartment,3,3,0,1600,143.0,14300000.0,8937.5,"This 3BHK flat is on the 4th floor of Kesari Nandan Apartment on Nagarbhavi main road. Constructed in 2009, the building is suituated just off the main road, giving it easy access without the hussle and bussle of the traffic. The flat has great external views from the balcony and has ample natural light and cross ventilation through the day. This semi-furnished East facing house is 1600sq. ft. with 3 bedrooms with builtin wardrobes, a spacious living room, 2 baths, a kitchen with cabinetry, 2 balconies and a parking lot. It has a 47ft long balcony that extends the length of the house, connect.",Kesari Nandan,"3 BHK Flat for sale in Vijayanagar, Bangalore",₹1.43 Cr,"Anubhav Nagar, Vijayanagar,Bangalore"
Bengaluru,Banashankari,Villa,4,4,1,2100,400.0,40000000.0,19047.62,"Best 4 BHK Villa for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 4 BHK property for sale in one of Bengaluru's top location, Banashankari. The property price of this unit is Rs 4.0 Cr. The built-up area is 2100 Square feet. There are 4 bedrooms and 4 bathroom. This property enjoys a good view and is East-facing. It is an ideal location for young families with kids, as this property is close to CADD NEST (P) Ltd. Bda Complex Banashankari, and nikhila music academy. Healthcare facility is also .","Srinivasa Nagar, Banashankari,Bangalore","4 BHK Villa for sale in Banashankari, Bangalore",₹4.0 Cr,"Srinivasa Nagar, Banashankari,Bangalore"
Bengaluru,Krishnarajapura,Villa,3,3,1,1247,49.0,4900000.0,3929.43,"A 3 BHK Villa for sale in K R Puram, Bengaluru. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of K R Puram's most desired properties. Contact now for more information. The price of this Villa is Rs 49.0 L. Each unit has a built-up area of 1247 Square feet. There are 3 bedrooms. There is provision for 3 bathroom. This residential property is near Mom's Belief Therakeyz, Lake Montfort School, and Shishu Mandir. It is also close to Sathya Sai Orthopaedic and Multi-specialty Hospital, Sathya Sai Orthopaedic and Multi-specialty .","Seegehalli, Krishnarajapura,Bangalore","3 BHK Villa for sale in Krishnarajapura, Bangalore",₹49.0 L,"Seegehalli, Krishnarajapura,Bangalore"
Bengaluru,Murugeshpalya,Apartment,3,3,0,1215,90.0,9000000.0,7407.41,"3 BHK Apartment for sale in Bengaluru. This property is in Murugeshpalya, which is a coveted investment location. This tastefully designed 3 BHK unit is among Bengaluru's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Bengaluru is on floor 2. The total number of floors in this Apartment is 3. The price of the Apartment is Rs 90.0 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1215 Square feet. It has 2 bathroom and 3 bedrooms. .",Neeladri Sadan,"3 BHK Flat for sale in Murugeshpalya, Bangalore",₹90.0 L,"Manjunatha Lay Out, Murugeshpalya,Bangalore"
Bengaluru,Kannamangala,Villa,4,4,1,3500,450.0,45000000.0,12857.14,"Looking for a good 4 BHK Villa in K R Puram, Bengaluru? This property is in one of Bengaluru's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This Villa is available for Rs 4.5 Cr. This modern unit has a built-up area of 3500 Square feet. The carpet area of this Villa is 3200 Square feet. There are 4 bedrooms and 4 bathroom. It is very close to some of city's best hospitals, such as, Femiint Health Family Clinics, Chaithanya Feminy, and Femint. Established schools, such as Government Higher Primary School Aalappanahalli, Govt Lower Primar.",Alliance 10 Downing,"4 BHK Villa for sale in Kannamangala, Bangalore",₹4.5 Cr,"Ardendale, Kannamangala,Bangalore"
Bengaluru,Kudlu Gate,Apartment,2,3,1,1429,90.0,9000000.0,6298.11,"Looking for a 2 BHK Apartment for sale in Bengaluru? Your search ends here. Buy this 2 BHK property in Bengaluru's finest location, Muneshwara Nagar. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 4 floors. This Apartment is available at a reasonable price of Rs 85.0 L. Maintenance charges in this property is Rs 2500. The built up area of this property is 1429 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Narayana E-Techno School, EuroSchool HSR - ICSE/ISC (formerly Cambridge Public .","SRK Gardens ,Hal Layout, Kudlu Gate,Bangalore","2 BHK Flat for sale in Kudlu Gate, Bangalore",₹90.0 L,"SRK Gardens ,Hal Layout, Kudlu Gate,Bangalore"
Bengaluru,Devanahalli,Villa,3,3,1,1200,63.6,6360000.0,5300.0,"Looking for a good 3 BHK Villa in Devanahalli, Bengaluru? This property is in one of Bengaluru's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This Villa is available for Rs 63.6 L. This modern unit has a built-up area of 1200 Square feet. The carpet area of this Villa is 900 Square feet. There are 3 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Akash Hospital, New Manasa Hospital, and idrishti Eye Hospital Devanahalli. Established schools, such as Akash Group of Institutions, The School For Global .",NCN Orchid Park,"3 BHK Villa for sale in Devanahalli, Bangalore",₹63.6 L,"Devanahalli, Bangalore"
